,0,1,2,3,4,5,6,7,8,9,labels
0,1.0,0.0,0.0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,-1.0
1,0.0,0.0,1.0,0.655,0.525,0.185,1.259,0.487,0.2215,0.445,-1.0
2,0.0,0.0,1.0,0.565,0.455,0.17,0.9065,0.342,0.156,0.32,-1.0
3,1.0,0.0,0.0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,-1.0
4,0.0,0.0,1.0,0.565,0.47,0.195,1.142,0.387,0.258,0.35,-1.0
5,0.0,0.0,1.0,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,-1.0
6,1.0,0.0,0.0,0.595,0.475,0.17,1.247,0.48,0.225,0.425,-1.0
7,1.0,0.0,0.0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471,-1.0
8,1.0,0.0,0.0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,-1.0
9,0.0,0.0,1.0,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,-1.0
10,0.0,0.0,1.0,0.535,0.42,0.16,0.72,0.275,0.16399999999999998,0.225,-1.0
11,1.0,0.0,0.0,0.5,0.375,0.115,0.5945,0.185,0.14800000000000002,0.19,-1.0
12,1.0,0.0,0.0,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,-1.0
13,0.0,0.0,1.0,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,-1.0
14,0.0,0.0,1.0,0.565,0.465,0.175,0.995,0.3895,0.183,0.37,-1.0
15,1.0,0.0,0.0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,-1.0
16,1.0,0.0,0.0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,-1.0
17,1.0,0.0,0.0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,-1.0
18,1.0,0.0,0.0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,-1.0
19,1.0,0.0,0.0,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,-1.0
20,0.0,0.0,1.0,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,-1.0
21,1.0,0.0,0.0,0.515,0.395,0.14,0.6859999999999999,0.281,0.1255,0.22,-1.0
22,0.0,0.0,1.0,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,-1.0
23,0.0,0.0,1.0,0.5,0.4,0.13,0.6645,0.258,0.133,0.24,-1.0
24,1.0,0.0,0.0,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,-1.0
25,0.0,0.0,1.0,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,-1.0
26,0.0,1.0,0.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,-1.0
27,1.0,0.0,0.0,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,-1.0
28,1.0,0.0,0.0,0.655,0.5,0.22,1.359,0.642,0.3255,0.405,-1.0
29,0.0,0.0,1.0,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,-1.0
30,1.0,0.0,0.0,0.5,0.38,0.155,0.655,0.2405,0.14300000000000002,0.205,-1.0
31,0.0,0.0,1.0,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,-1.0
32,0.0,0.0,1.0,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,-1.0
33,1.0,0.0,0.0,0.6,0.465,0.165,0.8875,0.309,0.246,0.262,-1.0
34,1.0,0.0,0.0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,-1.0
35,0.0,0.0,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,-1.0
36,0.0,0.0,1.0,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,-1.0
37,0.0,0.0,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,-1.0
38,1.0,0.0,0.0,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,-1.0
39,0.0,0.0,1.0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,-1.0
40,1.0,0.0,0.0,0.645,0.51,0.2,1.5675,0.621,0.3670000000000001,0.46,-1.0
41,0.0,0.0,1.0,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,-1.0
42,0.0,0.0,1.0,0.75,0.55,0.18,1.893,0.942,0.397,0.445,-1.0
43,0.0,0.0,1.0,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,-1.0
44,0.0,0.0,1.0,0.57,0.48,0.175,1.185,0.474,0.261,0.38,-1.0
45,0.0,0.0,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,-1.0
46,0.0,0.0,1.0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,-1.0
47,0.0,0.0,1.0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,-1.0
48,1.0,0.0,0.0,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,-1.0
49,1.0,0.0,0.0,0.585,0.45,0.17,0.8685,0.3325,0.1635,0.27,-1.0
50,1.0,0.0,0.0,0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965,-1.0
51,1.0,0.0,0.0,0.625,0.5,0.15,0.953,0.3445,0.2235,0.305,-1.0
52,1.0,0.0,0.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,-1.0
53,1.0,0.0,0.0,0.625,0.49,0.175,1.233,0.5565,0.247,0.365,-1.0
54,1.0,0.0,0.0,0.68,0.58,0.2,1.787,0.585,0.453,0.6,-1.0
55,0.0,0.0,1.0,0.65,0.525,0.175,1.4715,0.675,0.315,0.399,-1.0
56,0.0,1.0,0.0,0.61,0.48,0.165,1.097,0.4215,0.264,0.335,-1.0
57,0.0,0.0,1.0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,-1.0
58,0.0,0.0,1.0,0.56,0.435,0.18,0.889,0.36,0.204,0.25,-1.0
59,1.0,0.0,0.0,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,-1.0
60,0.0,0.0,1.0,0.65,0.52,0.195,1.676,0.693,0.44,0.47,-1.0
61,1.0,0.0,0.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,-1.0
62,0.0,0.0,1.0,0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,-1.0
63,0.0,0.0,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,-1.0
64,1.0,0.0,0.0,0.63,0.5,0.155,1.005,0.3670000000000001,0.199,0.36,-1.0
65,0.0,0.0,1.0,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,-1.0
66,0.0,0.0,1.0,0.575,0.435,0.15,0.805,0.293,0.1625,0.27,-1.0
67,0.0,0.0,1.0,0.58,0.45,0.14,1.013,0.38,0.21600000000000005,0.36,-1.0
68,1.0,0.0,0.0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,-1.0
69,0.0,0.0,1.0,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,-1.0
70,1.0,0.0,0.0,0.62,0.51,0.205,1.3475,0.4775,0.2565,0.48,-1.0
71,0.0,0.0,1.0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,-1.0
72,0.0,0.0,1.0,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,-1.0
73,1.0,0.0,0.0,0.605,0.45,0.165,1.2225,0.35700000000000004,0.202,0.385,-1.0
74,1.0,0.0,0.0,0.505,0.39,0.175,0.6920000000000001,0.267,0.15,0.215,-1.0
75,1.0,0.0,0.0,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,-1.0
76,0.0,0.0,1.0,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,-1.0
77,1.0,0.0,0.0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,-1.0
78,1.0,0.0,0.0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,-1.0
79,0.0,0.0,1.0,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,-1.0
80,0.0,0.0,1.0,0.65,0.515,0.18,1.463,0.6579999999999999,0.3135,0.4115,-1.0
81,0.0,0.0,1.0,0.62,0.505,0.185,1.5275,0.69,0.368,0.35,-1.0
82,1.0,0.0,0.0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,-1.0
83,1.0,0.0,0.0,0.7,0.575,0.17,1.31,0.5095,0.314,0.42,-1.0
84,0.0,0.0,1.0,0.5,0.42,0.125,0.62,0.255,0.15,0.205,-1.0
85,1.0,0.0,0.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,-1.0
86,1.0,0.0,0.0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,-1.0
87,1.0,0.0,0.0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,-1.0
88,0.0,0.0,1.0,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,-1.0
89,0.0,0.0,1.0,0.605,0.49,0.18,1.227,0.48,0.287,0.35,-1.0
90,0.0,0.0,1.0,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,-1.0
91,0.0,1.0,0.0,0.52,0.39,0.14,0.7325,0.2415,0.14400000000000002,0.26,-1.0
92,0.0,0.0,1.0,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,-1.0
93,0.0,1.0,0.0,0.53,0.415,0.145,0.944,0.3845,0.185,0.265,-1.0
94,1.0,0.0,0.0,0.65,0.495,0.175,1.227,0.528,0.258,0.37,-1.0
95,0.0,0.0,1.0,0.74,0.535,0.185,1.65,0.7340000000000001,0.4505,0.335,-1.0
