,0,1,2,3,4,5,6,7,8,9,labels
0,1.0,0.0,0.0,0.48,0.38,0.145,0.59,0.232,0.141,0.23,-1.0
1,0.0,0.0,1.0,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,-1.0
2,1.0,0.0,0.0,0.53,0.425,0.13,0.7170000000000001,0.2115,0.166,0.255,-1.0
3,1.0,0.0,0.0,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,-1.0
4,0.0,0.0,1.0,0.455,0.35,0.12,0.4835,0.1815,0.14400000000000002,0.16,-1.0
5,1.0,0.0,0.0,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,-1.0
6,0.0,0.0,1.0,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,-1.0
7,1.0,0.0,0.0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,-1.0
8,0.0,1.0,0.0,0.58,0.445,0.17,1.178,0.3935,0.2165,0.315,-1.0
9,0.0,0.0,1.0,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,-1.0
10,1.0,0.0,0.0,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,-1.0
11,0.0,0.0,1.0,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,-1.0
12,0.0,0.0,1.0,0.625,0.485,0.17,1.4369999999999998,0.5855,0.293,0.475,-1.0
13,1.0,0.0,0.0,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,-1.0
14,0.0,1.0,0.0,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,-1.0
15,1.0,0.0,0.0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,-1.0
16,1.0,0.0,0.0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,-1.0
17,0.0,1.0,0.0,0.44,0.345,0.12,0.487,0.1965,0.108,0.16,-1.0
18,0.0,0.0,1.0,0.65,0.52,0.195,1.676,0.693,0.44,0.47,-1.0
19,1.0,0.0,0.0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,-1.0
20,0.0,0.0,1.0,0.71,0.56,0.175,1.724,0.5660000000000001,0.4575,0.4625,-1.0
21,1.0,0.0,0.0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,-1.0
22,0.0,0.0,1.0,0.645,0.5,0.19,1.229,0.524,0.278,0.395,-1.0
23,0.0,0.0,1.0,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,-1.0
24,0.0,0.0,1.0,0.68,0.54,0.19,1.6230000000000002,0.7165,0.354,0.4715,-1.0
25,1.0,0.0,0.0,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,-1.0
26,0.0,0.0,1.0,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,-1.0
27,0.0,0.0,1.0,0.55,0.415,0.175,1.042,0.3295,0.2325,0.2905,-1.0
28,1.0,0.0,0.0,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,-1.0
29,0.0,0.0,1.0,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,-1.0
30,1.0,0.0,0.0,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,-1.0
31,0.0,0.0,1.0,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,-1.0
32,1.0,0.0,0.0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,-1.0
33,1.0,0.0,0.0,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,-1.0
34,1.0,0.0,0.0,0.5,0.405,0.15,0.5965,0.253,0.126,0.185,-1.0
35,1.0,0.0,0.0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,-1.0
36,0.0,0.0,1.0,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,-1.0
37,1.0,0.0,0.0,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,-1.0
38,0.0,0.0,1.0,0.515,0.405,0.145,0.695,0.215,0.1635,0.234,-1.0
39,1.0,0.0,0.0,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,-1.0
40,1.0,0.0,0.0,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,-1.0
41,1.0,0.0,0.0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,-1.0
42,1.0,0.0,0.0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,-1.0
43,0.0,0.0,1.0,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,-1.0
44,0.0,0.0,1.0,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,-1.0
45,0.0,0.0,1.0,0.64,0.51,0.175,1.368,0.515,0.266,0.57,-1.0
46,0.0,0.0,1.0,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,-1.0
47,1.0,0.0,0.0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,-1.0
48,1.0,0.0,0.0,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,-1.0
49,0.0,0.0,1.0,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,-1.0
50,1.0,0.0,0.0,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,-1.0
51,0.0,1.0,0.0,0.45,0.345,0.135,0.443,0.1975,0.0875,0.1175,-1.0
52,0.0,0.0,1.0,0.535,0.41,0.135,0.862,0.2855,0.1525,0.32,-1.0
53,0.0,0.0,1.0,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,-1.0
54,1.0,0.0,0.0,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,-1.0
55,0.0,0.0,1.0,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,-1.0
56,1.0,0.0,0.0,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,-1.0
57,0.0,0.0,1.0,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,-1.0
58,0.0,0.0,1.0,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,-1.0
59,0.0,0.0,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,-1.0
60,1.0,0.0,0.0,0.525,0.4,0.115,0.6295,0.2555,0.14400000000000002,0.18,-1.0
61,0.0,0.0,1.0,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,-1.0
62,0.0,0.0,1.0,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,-1.0
63,0.0,0.0,1.0,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,-1.0
64,0.0,0.0,1.0,0.75,0.55,0.18,1.893,0.942,0.397,0.445,-1.0
65,0.0,0.0,1.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,-1.0
66,1.0,0.0,0.0,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,-1.0
67,1.0,0.0,0.0,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,-1.0
68,0.0,0.0,1.0,0.635,0.515,0.17,1.275,0.509,0.28600000000000003,0.34,-1.0
69,1.0,0.0,0.0,0.68,0.51,0.2,1.6075,0.7140000000000001,0.339,0.4705,-1.0
70,1.0,0.0,0.0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.5529999999999999,-1.0
71,0.0,1.0,0.0,0.66,0.525,0.18,1.6935,0.6025,0.4005,0.42,-1.0
72,0.0,1.0,0.0,0.61,0.46,0.17,1.278,0.41,0.257,0.37,-1.0
73,0.0,0.0,1.0,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,-1.0
74,1.0,0.0,0.0,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,-1.0
75,0.0,0.0,1.0,0.52,0.41,0.115,0.77,0.263,0.157,0.26,-1.0
76,1.0,0.0,0.0,0.65,0.495,0.175,1.227,0.528,0.258,0.37,-1.0
77,0.0,0.0,1.0,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,-1.0
78,0.0,0.0,1.0,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,-1.0
79,0.0,0.0,1.0,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,-1.0
80,1.0,0.0,0.0,0.515,0.435,0.17,0.631,0.2765,0.111,0.21600000000000005,-1.0
81,0.0,0.0,1.0,0.57,0.42,0.155,1.008,0.377,0.193,0.34,-1.0
82,0.0,0.0,1.0,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,-1.0
83,1.0,0.0,0.0,0.49,0.39,0.135,0.5785,0.2465,0.123,0.2,-1.0
84,0.0,0.0,1.0,0.745,0.575,0.2,1.884,0.954,0.336,0.495,-1.0
85,1.0,0.0,0.0,0.675,0.535,0.16,1.41,0.5920000000000001,0.3175,0.42,-1.0
86,0.0,0.0,1.0,0.565,0.44,0.175,0.9025,0.31,0.193,0.325,-1.0
87,0.0,0.0,1.0,0.55,0.44,0.16,0.991,0.348,0.168,0.375,-1.0
88,1.0,0.0,0.0,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,-1.0
