,0,1,2,3,4,5,6,7,8,9,labels
0,1.0,0.0,0.0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,-1.0
1,0.0,0.0,1.0,0.625,0.465,0.14,1.195,0.4825,0.205,0.4,-1.0
2,0.0,0.0,1.0,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,-1.0
3,0.0,0.0,1.0,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,-1.0
4,0.0,1.0,0.0,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,-1.0
5,0.0,0.0,1.0,0.63,0.515,0.16,1.016,0.4215,0.244,0.355,-1.0
6,1.0,0.0,0.0,0.45,0.38,0.165,0.8165,0.25,0.1915,0.265,-1.0
7,1.0,0.0,0.0,0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,-1.0
8,1.0,0.0,0.0,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,-1.0
9,1.0,0.0,0.0,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,-1.0
10,1.0,0.0,0.0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,-1.0
11,1.0,0.0,0.0,0.71,0.545,0.175,1.907,0.8725,0.4565,0.475,-1.0
12,0.0,0.0,1.0,0.76,0.605,0.215,2.173,0.8009999999999999,0.4915,0.6459999999999999,-1.0
13,0.0,0.0,1.0,0.745,0.575,0.2,1.884,0.954,0.336,0.495,-1.0
14,0.0,0.0,1.0,0.58,0.45,0.15,0.927,0.276,0.1815,0.36,-1.0
15,0.0,0.0,1.0,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,-1.0
16,1.0,0.0,0.0,0.64,0.525,0.215,1.779,0.4535,0.2855,0.55,-1.0
17,0.0,0.0,1.0,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,-1.0
18,0.0,0.0,1.0,0.64,0.49,0.14,1.194,0.4445,0.238,0.375,-1.0
19,0.0,0.0,1.0,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,-1.0
20,1.0,0.0,0.0,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,-1.0
21,1.0,0.0,0.0,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,-1.0
22,1.0,0.0,0.0,0.57,0.465,0.18,1.295,0.339,0.2225,0.44,-1.0
23,0.0,0.0,1.0,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453,-1.0
24,1.0,0.0,0.0,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,-1.0
25,1.0,0.0,0.0,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,-1.0
26,1.0,0.0,0.0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,-1.0
27,0.0,0.0,1.0,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,-1.0
28,1.0,0.0,0.0,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,-1.0
29,0.0,0.0,1.0,0.47,0.375,0.13,0.5795,0.2145,0.16399999999999998,0.195,-1.0
30,0.0,0.0,1.0,0.565,0.44,0.175,1.122,0.393,0.2,0.375,-1.0
31,0.0,0.0,1.0,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,-1.0
32,0.0,0.0,1.0,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,-1.0
33,0.0,0.0,1.0,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,-1.0
