,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,labels
0,-0.10671900000000001,-0.08333330000000001,-1.0,-1.0,-0.9695819999999999,-0.999761,-0.972671,-0.9998450000000001,-0.9106639999999999,-0.8833059999999999,-0.901325,-0.9469989999999999,0.828358,-0.670588,-0.111954,-0.893962,0.056437400000000006,-0.284884,-1.0
1,-0.375494,-0.05833330000000001,-1.0,-1.0,-0.9619770000000001,-0.9996709999999999,-0.980124,-0.999957,-0.928737,-0.902755,-0.9204709999999999,-0.9625879999999999,0.824627,-0.68,-0.09297910000000001,-0.910162,0.21693099999999998,-0.27258899999999997,-1.0
2,-0.0592885,0.041666699999999994,-1.0,-1.0,-0.958175,-0.9991559999999999,-0.9552799999999999,-0.999359,-0.9127290000000001,-0.886548,-0.9042709999999999,-0.9469989999999999,0.820896,-0.675294,-0.09677419999999999,-0.893962,0.05908290000000001,-0.28833600000000004,-1.0
3,-0.177866,0.0666667,-1.0,-1.0,-0.9809889999999999,-0.999783,-0.962733,-0.9992469999999999,-0.914795,-0.8897889999999999,-0.9042709999999999,-0.950117,0.813433,-0.665882,-0.10436400000000001,-0.899853,0.0652558,-0.302216,-1.0
4,-0.699605,-0.591667,-0.333333,-1.0,-0.8935360000000001,-0.997699,-0.890683,-0.9972,-0.6844819999999999,-0.688817,-0.602356,-0.767732,0.537313,-0.268235,-0.464896,-0.602356,-0.10672899999999999,-0.551834,-1.0
5,-0.857708,-0.633333,-1.0,-1.0,-0.901141,-0.994293,-0.942857,-0.998755,-0.706687,-0.700162,-0.6465390000000001,-0.777085,0.6194029999999999,-0.378824,-0.370019,-0.6465390000000001,-0.190418,-0.5266609999999999,-1.0
6,-0.256917,-0.616667,-1.0,-1.0,-0.874525,-0.9931209999999999,-0.90559,-0.9975209999999999,-0.633359,-0.640195,-0.543446,-0.722525,0.503731,-0.218824,-0.510436,-0.543446,-0.148618,-0.561782,-1.0
7,-0.407115,-0.558333,-1.0,-1.0,-0.847909,-0.988916,-0.870807,-0.9937379999999999,-0.6705399999999999,-0.682334,-0.586156,-0.749026,0.481343,-0.254118,-0.43073999999999996,-0.586156,-0.150361,-0.567723,-1.0
8,-0.501976,-0.475,-1.0,-1.0,-0.908745,-0.998835,-0.9378879999999999,-0.998691,-0.705138,-0.693679,-0.643594,-0.781762,0.652985,-0.371765,-0.41556000000000004,-0.643594,-0.16159300000000001,-0.49973900000000004,-1.0
9,0.517787,0.09166669999999999,-0.333333,-1.0,-0.973384,-0.999873,-0.9229809999999999,-0.9997809999999999,-0.9328690000000001,-0.901135,-0.930781,-0.9657049999999999,0.8656719999999999,-0.710588,-0.08538899999999999,-0.910162,0.29232800000000003,-0.20457,-1.0
10,0.541502,-0.05833330000000001,-1.0,-1.0,-0.984791,-0.9999399999999999,-0.962733,-0.999439,-0.9132459999999999,-0.8897889999999999,-0.901325,-0.948558,0.802239,-0.658824,-0.10436400000000001,-0.893962,0.08421519999999999,-0.317506,-1.0
11,-0.407115,0.0333333,-1.0,-1.0,-0.9695819999999999,-0.999761,-0.962733,-0.9998239999999999,-0.9302870000000001,-0.8995139999999999,-0.9278350000000001,-0.9625879999999999,0.858209,-0.7082350000000001,-0.0815939,-0.908689,0.22751300000000002,-0.21024600000000002,-1.0
12,0.509881,0.09166669999999999,-0.333333,-1.0,-0.965779,-0.9997540000000001,-0.932919,-0.9992469999999999,-0.934934,-0.901135,-0.935199,-0.9672639999999999,0.880597,-0.722353,-0.0815939,-0.910162,0.324074,-0.18098,-1.0
13,0.15415,-0.325,-1.0,-1.0,-0.923954,-0.999134,-0.9378879999999999,-0.996767,-0.673122,-0.667747,-0.602356,-0.7537020000000001,0.600746,-0.32,-0.44592,-0.602356,-0.17128800000000002,-0.533211,-1.0
14,-0.256917,-0.258333,-0.333333,-1.0,-0.95057,-0.999783,-0.945342,-0.9983540000000001,-0.706171,-0.683955,-0.6553760000000001,-0.781762,0.727612,-0.423529,-0.40797,-0.6553760000000001,-0.197916,-0.473813,-1.0
15,-0.897233,-0.116667,-1.0,-1.0,-0.9771860000000001,-0.9997309999999999,-0.9751549999999999,-0.999893,-0.919442,-0.907618,-0.899853,-0.951676,0.723881,-0.623529,-0.0815939,-0.899853,0.08730160000000001,-0.43247399999999997,-1.0
16,0.786561,-0.108333,-1.0,-1.0,-0.9961979999999999,-0.9999629999999999,-0.9527950000000001,-0.9998450000000001,-0.921508,-0.897893,-0.9116350000000001,-0.954793,0.80597,-0.670588,-0.089184,-0.9057440000000001,0.0912699,-0.30049699999999996,-1.0
17,0.7075100000000001,0.116667,-1.0,-1.0,-0.9619770000000001,-0.9996709999999999,-0.9677020000000001,-0.999909,-0.926155,-0.907618,-0.913108,-0.9579110000000001,0.772388,-0.656471,-0.0777988,-0.907216,0.128307,-0.336807,-1.0
18,-0.478261,-0.583333,-1.0,-1.0,-0.9277569999999999,-0.998977,-0.962733,-0.999439,-0.66899,-0.6693680000000001,-0.5935199999999999,-0.749026,0.559701,-0.296471,-0.442125,-0.5935199999999999,-0.168498,-0.548988,-1.0
19,-0.177866,0.0666667,-1.0,-1.0,-0.9809889999999999,-0.999783,-0.962733,-0.9992469999999999,-0.914795,-0.8897889999999999,-0.9042709999999999,-0.950117,0.813433,-0.665882,-0.10436400000000001,-0.899853,0.0652558,-0.302216,-1.0
20,-0.778656,-0.166667,-1.0,-1.0,-0.973384,-0.9995139999999999,-0.972671,-0.9997809999999999,-0.9246059999999999,-0.8995139999999999,-0.9160530000000001,-0.9579110000000001,0.817164,-0.677647,-0.089184,-0.908689,0.128307,-0.279355,-1.0
21,-0.857708,-0.566667,-1.0,-1.0,-0.9125479999999999,-0.996826,-0.90559,-0.995533,-0.708237,-0.713128,-0.631811,-0.784879,0.541045,-0.301176,-0.41556000000000004,-0.631811,-0.1055,-0.55769,-1.0
22,-0.24901199999999998,-0.391667,-1.0,-1.0,-0.897338,-0.997423,-0.92795,-0.9967030000000001,-0.667441,-0.656402,-0.602356,-0.747467,0.6380600000000001,-0.345882,-0.442125,-0.602356,-0.20241800000000001,-0.514725,-1.0
23,-0.8260870000000001,-0.358333,-1.0,-1.0,-0.863118,-0.993547,-0.868323,-0.998499,-0.712884,-0.7260939999999999,-0.637702,-0.780203,0.485075,-0.308235,-0.347249,-0.637702,-0.15019200000000002,-0.57727,-1.0
24,-0.9920950000000001,-0.725,-1.0,-1.0,-0.8517110000000001,-0.995182,-0.8931680000000001,-0.997793,-0.738704,-0.747164,-0.6656850000000001,-0.808262,0.526119,-0.324706,-0.362429,-0.6656850000000001,-0.0846372,-0.56672,-1.0
25,-0.541502,-0.166667,-1.0,-1.0,-0.9809889999999999,-0.9996940000000001,-0.97764,-0.9998239999999999,-0.92409,-0.9059969999999999,-0.907216,-0.95947,0.7686569999999999,-0.6376470000000001,-0.10436400000000001,-0.9042709999999999,0.202381,-0.374553,-1.0
26,0.462451,-0.00833333,-1.0,-1.0,-0.965779,-0.9997540000000001,-0.9826090000000001,-0.9997809999999999,-0.925639,-0.8995139999999999,-0.9175260000000001,-0.95947,0.824627,-0.68,-0.09297910000000001,-0.907216,0.175926,-0.276389,-1.0
