,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,labels
0,252890.0322,16.436420000000002,60.651162,88.73581899999999,233.43694900000003,-40.375204,-93.368157,-875.706417,268360.6152,14.393476000000001,67.199836,93.040571,139.439706,-42.618216,-114.42391200000002,-1054.1677220000001,45914.5778,27.178521000000003,12.431281,17.042085,24.141911999999998,-12.312201,-20.515664,-46.146772,43981.3623,24.543285,11.930505,16.306578,21.556720000000002,-11.688922,-19.040336,-49.97067,11362.8281,9.428482,3.4945190000000004,6.052226999999999,8.136322,-2.948928,-5.065154,-10.91555,9748.6203,9.791243,2.8740099999999997,5.054873000000001,7.488728,-2.473477,-4.024363,-8.528398,59704.4087,27.072178000000005,19.938107000000002,31.679599,39.369896000000004,-18.787451,-33.846889000000004,-78.62169200000001,61105.3303,26.314189000000002,20.400477,31.920882000000002,39.594308000000005,-19.314708,-35.579839,-85.316091,218369.3457,13.011775,58.85522099999999,87.79294300000001,135.10009,-33.936008,-83.45000999999999,-788.691068,184763.8906,12.490067999999999,50.833591999999996,76.11004799999999,114.992594,-28.396421000000004,-62.217628000000005,-648.5158389999999,56730.904,31.072440000000004,15.189129000000001,20.748670999999998,32.421344,-15.387556,-25.199063,-76.41107,45934.221,28.077531,12.138656,16.559396,25.039271,-12.397917,-20.831773000000002,-57.520185,12397.6185,10.620085000000001,3.7263089999999996,6.6784669999999995,10.29561,-3.2831069999999998,-5.751669000000001,-12.619535,10790.4076,10.268433,3.0030930000000002,5.130125,8.286944,-2.769663,-4.798998,-11.69253,78662.6941,32.879090999999995,25.852726999999998,40.381683,54.401993999999995,-25.699468,-47.779525,-141.194694,65827.3611,31.035035999999998,22.065582,35.443589,45.505041999999996,-21.699889000000002,-42.033172,-110.058664,-1.0
1,206074.4805,4.517885,46.211943,59.312006000000004,74.325261,-35.862561,-52.449594,-211.060921,182727.2109,3.93225,42.531954999999996,57.514278000000004,76.03141600000001,-31.438816999999997,-44.355684000000004,-176.835856,13732.4814,4.254967,2.764307,3.3554910000000002,4.201694,-2.881363,-3.993495,-6.43637,13394.2237,4.064865,2.709214,3.3168910000000005,3.9428080000000003,-2.7949189999999997,-3.871553,-5.7296059999999995,4709.9983,2.698608,1.153828,1.8970490000000002,2.437595,-1.029966,-1.509873,-2.465243,4435.4619,2.641175,1.0754549999999998,1.7686400000000002,2.3841040000000002,-0.938054,-1.3621370000000002,-2.3253209999999997,20788.7114,4.71605,4.358092,5.436132,6.143543,-4.780777,-6.9328199999999995,-9.567938,21540.9488,4.6682440000000005,4.564669,5.788569,6.465575,-5.053385,-7.578530000000001,-10.839414,133945.75,3.9207769999999997,30.949135,39.688644000000004,52.500901,-22.191085,-30.079346,-115.32821799999999,120900.5899,3.8769620000000002,26.804246000000003,34.113423,49.597004999999996,-19.688617,-27.105713,-81.810767,16732.5601,4.616148,3.318808,3.877343,5.266655,-3.5421,-4.894691000000001,-8.179482,13816.2058,4.557964,2.726193,3.2296150000000003,4.172542,-2.945249,-4.006601,-6.728242,5398.9107,2.802191,1.307823,2.1942779999999997,3.124904,-1.178657,-1.83317,-3.188857,5335.5239,2.7551759999999996,1.272893,2.077922,2.833527,-1.10869,-1.652046,-3.033257,25496.2769,5.3318129999999995,5.304494,6.206705,7.706966,-6.080424,-9.20706,-13.180667000000001,22819.5464,5.11039,4.769242,5.686972,6.8874,-5.360492,-7.843903999999999,-11.598241,-1.0
2,58714.1778,2.945773,9.735303,13.705185,29.045914,-8.897826,-13.48231,-63.388254,55688.373,2.788106,9.78476,14.970817000000002,31.133291999999997,-8.645696000000001,-14.173088,-61.495219999999996,7735.9472,2.208956,1.4154229999999999,2.637641,6.444446,-1.271433,-2.24255,-10.453092999999999,7782.2529,2.164966,1.421095,2.50547,6.643692999999999,-1.274405,-2.214787,-9.969853,1514.1797,1.6589580000000002,0.34577600000000003,0.8610959999999999,3.6696730000000004,-0.293139,-0.745793,-4.148354,1407.7198,1.6061219999999998,0.342483,0.817029,3.807129,-0.25821500000000003,-0.719827,-4.494821,9951.771,2.283668,1.9907,3.682086,8.780352,-1.7249599999999998,-3.0675169999999996,-11.155368,10367.6943,2.262755,2.10533,4.091943,9.822473,-1.860902,-3.185879,-13.476098,38185.7226,2.541317,5.826201999999999,8.389403,21.889437,-5.482667,-8.356311999999999,-35.16585,26240.5117,2.383149,3.7873589999999995,5.249804,13.860256,-3.80347,-5.6366879999999995,-21.723085,9052.148000000001,2.265351,1.5350219999999999,2.586451,5.39803,-1.423933,-2.167116,-7.141073,6896.1319,2.202911,1.204402,1.99262,4.8542309999999995,-1.092182,-1.6319620000000001,-5.4196230000000005,2484.3272,1.746788,0.58828,1.291396,3.249746,-0.42411499999999996,-0.749868,-3.158385,2505.9405,1.7386439999999999,0.593089,1.25718,3.772534,-0.415217,-0.763536,-2.721535,11321.6972,2.381218,2.078067,3.711489,7.233664999999999,-1.917096,-2.883537,-8.974289,9759.8257,2.311511,1.829477,3.25242,5.761628,-1.64818,-2.575609,-7.147991,-1.0
3,8272.7939,3.149996,1.8191580000000003,2.5593,5.765679,-1.354276,-2.12364,-7.807511999999999,128725.5293,5.9523209999999995,35.353408,54.031718999999995,74.73181600000001,-24.48807,-37.059398,-145.955185,24756.69,5.02094,6.90595,11.197882,15.629060999999998,-5.660836,-8.919437,-23.527074,24353.42,4.7939419999999995,6.714428,10.99832,16.004376999999998,-5.474943,-8.541447999999999,-22.901142999999998,4647.8938,2.871516,1.642019,3.9656860000000003,6.4757489999999995,-1.068905,-1.892781,-6.558652,4066.1191,2.663853,1.4211639999999999,3.5341050000000003,6.777187,-0.906206,-1.6836119999999999,-5.5148470000000005,31065.374,5.020102,9.912214,17.746069,24.393886,-7.774157000000001,-13.19997,-31.001784000000004,32057.8759,4.907636,10.272653,19.279088,26.844692,-8.088111999999999,-13.656263000000001,-33.313968,94220.4257,5.350894,24.148556,32.858579999999996,55.375096,-16.475316,-24.399944,-96.482113,65264.8711,4.801584,15.425028,20.361839,34.106424,-11.535461,-16.485464999999998,-55.17099399999999,30069.9838,5.37916,8.275794,11.483739,14.771459,-6.858539,-10.162863,-21.409147,24016.5043,4.967092,6.516193,9.28048,12.215664,-5.484891999999999,-7.986433,-16.35557,6623.7109,2.921671,2.2589740000000003,6.159138,9.170766,-1.478935,-2.300582,-5.503225,6668.3882,2.920668,2.228576,5.900738,8.691358000000001,-1.448659,-2.22701,-5.1677230000000005,37763.5361,5.592237,11.740146000000001,19.347244,23.518696,-9.797975,-15.851076,-28.476874,32269.6377,5.234449,10.072966000000001,17.146670999999998,21.272682,-8.213464,-13.150188,-25.155689000000002,-1.0
4,88265.7403,8.466192,19.317748,24.568967,34.709171000000005,-15.781568,-23.106226,-103.98841999999999,126107.0723,8.272831,26.858038,34.307027000000005,50.438338,-19.836253,-29.319073,-135.667552,14054.6562,6.973139,3.050898,3.902949,6.5610729999999995,-2.861326,-4.166375,-9.394758,13982.6697,6.673058,3.0390610000000002,3.7895,6.259211,-2.813774,-4.020377,-8.315446000000001,4681.5637,3.943483,1.240501,1.898554,3.6314029999999997,-0.9786290000000001,-1.619514,-3.678469,3991.175,3.8721980000000005,1.057584,1.6509029999999998,3.88067,-0.816803,-1.335049,-3.146882,19222.9859,7.414401,4.867813,6.217771,9.085306,-4.473448,-7.047327,-12.783663,19835.977,7.310981,5.054362,6.556225,11.039647,-4.666812,-7.383397,-13.358882000000001,107207.1357,7.881655,24.306515,32.612825,54.27203000000001,-16.117195000000002,-24.442741,-154.359223,88929.3799,7.599792,20.16183,26.587690999999996,39.730046,-13.220598999999998,-19.987254999999998,-103.226545,15671.9436,7.295011,3.329531,4.0826839999999995,7.339982000000001,-3.202369,-4.668311,-11.597154,12998.6828,6.869244,2.846847,3.5233849999999998,6.066221,-2.671764,-3.9440690000000003,-8.764673,4902.2267,4.1039639999999995,1.314908,2.114636,4.80451,-1.04704,-1.789728,-4.08553,4271.9556,3.885133,1.104544,1.798159,5.329157,-0.8589760000000001,-1.451894,-5.0980550000000004,21331.3033,7.607667999999999,5.298914,6.710505,10.280405,-5.167051,-8.386942999999999,-16.826265,19004.1304,7.6761539999999995,4.838217,6.217351,8.973351,-4.537058999999999,-7.3491740000000005,-14.340925,-1.0
5,62661.5918,4.606717,12.347611,16.37454,41.709245,-9.184728,-14.628085,-57.64129499999999,56930.8438,4.3212470000000005,10.900349,14.995942000000001,38.556657,-8.479861999999999,-13.661014000000002,-59.194627000000004,8946.0034,2.769429,1.677066,2.561404,5.7075949999999995,-1.424416,-2.539268,-11.385733,8911.5313,2.680109,1.6756389999999999,2.5074970000000003,5.764046,-1.406692,-2.5645729999999998,-12.071313,2086.1363,2.042335,0.399521,1.006842,3.490842,-0.33721599999999996,-0.80788,-4.475885,1852.9476,1.9138080000000002,0.379422,0.972103,3.5636099999999997,-0.299601,-0.7046479999999999,-4.310092,12207.146999999999,2.9906200000000003,2.2524580000000003,4.039011,8.241786,-2.006049,-3.8361970000000003,-12.935049000000001,12686.9057,2.983222,2.350877,4.32357,8.622371000000001,-2.093255,-3.805249,-14.299930999999999,36003.4961,3.2651470000000002,7.585355,9.718833,23.668259,-5.337322,-7.968632,-35.224365,21789.5381,2.643532,4.749512,6.030661,13.930883999999999,-3.327093,-5.136583,-19.715474,10347.4287,2.839595,1.9594310000000001,2.497466,5.055312000000001,-1.610632,-2.480785,-7.166873,8294.2841,2.760007,1.546085,2.109585,4.48273,-1.2966010000000001,-2.049196,-6.289993,3195.3747,2.136115,0.644432,1.476106,3.9133690000000003,-0.4818,-0.8653489999999999,-3.213605,3248.2354,2.131903,0.641196,1.491112,3.7327550000000005,-0.46961899999999995,-0.8431049999999999,-3.332987,13688.5425,3.11408,2.5198400000000003,3.999994,6.950972999999999,-2.21597,-3.525753,-9.525172999999999,12183.9888,3.02996,2.230347,3.5261440000000004,6.458815,-1.9603490000000001,-3.1252590000000002,-8.245499,-1.0
6,56572.5625,3.003118,9.29133,13.787394,30.882292,-8.530298,-13.317238,-50.028234999999995,54633.5645,2.843954,9.578206,14.565204999999999,32.990295,-8.414933999999999,-13.239247,-63.520403,7428.062,2.174033,1.340742,2.431516,7.066746000000001,-1.260689,-2.0863169999999998,-9.983647999999999,7459.253000000001,2.118509,1.353753,2.551376,7.041244,-1.245641,-2.0207759999999997,-9.262057,1448.4576,1.621544,0.330769,0.799189,4.400507,-0.273404,-0.683401,-4.166183,1444.3452,1.596058,0.34244,0.79383,3.8689459999999998,-0.266458,-0.686994,-4.415577,9415.8467,2.216148,1.86345,3.5032669999999997,9.51473,-1.68543,-2.835827,-11.319121,9934.0127,2.208741,1.9984819999999999,3.8133510000000004,8.929503,-1.751725,-2.9124220000000003,-12.600973,36045.2656,2.571152,5.512587,7.67265,15.963076000000001,-5.045872,-7.553578,-34.116748,25413.5059,2.401096,3.6359449999999995,4.99611,11.197874,-3.5565029999999997,-5.3113019999999995,-19.431838,9114.8759,2.274716,1.4641899999999999,2.400426,4.689944000000001,-1.475763,-2.180491,-7.069333,7011.4814,2.169636,1.161424,1.93783,4.570979,-1.148038,-1.6611630000000002,-4.95063,2495.3186,1.7272290000000001,0.562823,1.191956,3.086297,-0.407781,-0.7385390000000001,-3.038981,2559.2009,1.736364,0.561476,1.179042,3.405015,-0.41075500000000004,-0.675012,-3.138141,11224.5401,2.358429,1.968405,3.3556510000000004,6.4140489999999994,-1.925482,-2.837253,-8.624718,9850.0645,2.302261,1.751409,3.049439,5.915739,-1.685776,-2.4826349999999997,-7.903442999999999,-1.0
7,57730.7011,2.975476,9.699079,14.221235,33.424994,-8.803268,-13.767942999999999,-57.273151,55025.5723,2.803427,9.952969,15.484969,31.373642999999998,-8.597344,-13.594035,-60.531307999999996,6889.3515,2.165855,1.3233030000000001,2.473682,6.479176,-1.1381860000000001,-1.977159,-9.222292,6899.5268,2.112679,1.313964,2.49868,7.006583999999999,-1.132274,-2.019023,-9.078616,1404.0415,1.632989,0.332778,0.8570190000000001,3.4338309999999996,-0.26074899999999995,-0.640884,-4.002085,1373.594,1.597585,0.349736,0.809215,3.6185660000000004,-0.253185,-0.655591,-4.028049,9032.0757,2.241535,1.89435,3.595225,8.645853,-1.5679969999999999,-2.7930759999999997,-11.7964,9367.1963,2.2144369999999998,1.9787130000000002,3.8992730000000004,8.18929,-1.63248,-3.055991,-12.843487,36509.6562,2.562639,5.578730999999999,7.968344,18.4511,-5.147234,-7.929867999999999,-40.852903000000005,25443.8653,2.386097,3.6817059999999997,5.076594,11.950361000000001,-3.619505,-5.323348999999999,-20.324668,8438.2715,2.251587,1.412726,2.30078,5.25124,-1.334458,-1.9553209999999999,-6.0701730000000005,6519.9029,2.166774,1.140414,1.8864490000000003,4.085305,-1.040504,-1.5178479999999999,-5.153875,2354.2598,1.7271459999999998,0.567194,1.252529,3.6464779999999997,-0.386104,-0.683076,-3.269587,2372.9121,1.7233180000000001,0.568782,1.256893,3.036614,-0.386409,-0.7132649999999999,-2.833843,10671.1865,2.345532,1.970319,3.4791269999999996,6.340158,-1.7960330000000002,-2.832758,-8.447117,9348.7837,2.290143,1.764975,3.106776,6.06041,-1.568921,-2.337838,-6.9458,-1.0
8,273632.6835,6.383751,70.62464,96.116731,126.625498,-50.202349,-78.602971,-475.521517,236708.375,5.241879,63.649536,89.038115,112.495822,-42.772909000000006,-62.046206999999995,-317.658768,28586.9951,5.72926,7.069025999999999,8.718921,10.290132,-6.485702,-9.172292,-13.541554999999999,27807.5122,5.459548000000001,6.8929979999999995,8.595065,10.174177,-6.259976,-8.911785,-14.805371,7221.9446,3.041876,2.160613,3.907489,4.640703,-1.6059219999999998,-2.502032,-4.061927,6784.1546,2.953014,1.9833610000000002,3.594747,4.375230999999999,-1.477325,-2.187192,-3.5800589999999994,38270.6216,5.976184,10.539128,13.355117000000002,14.975610000000001,-9.589022,-14.734689999999999,-19.3155,39495.8095,5.946967,10.982658,14.076213000000001,16.117129000000002,-9.961219999999999,-16.017542000000002,-23.660673000000003,163997.6875,5.265171,43.028178000000004,57.599072,80.41623,-28.337771999999998,-39.67893,-183.378072,150629.2578,5.193949,38.23369,50.507937,69.96082,-25.64428,-36.214797,-156.617907,35726.3042,6.370591,8.753871,10.773819,14.465956,-8.229322,-11.679737,-19.024169,27984.2686,6.011491,6.787878999999999,8.340098,10.386745,-6.40111,-8.907832,-14.117604,8382.2361,3.185168,2.485486,4.535501999999999,5.735663,-1.885745,-3.0028759999999997,-4.934413,8461.4878,3.1543930000000002,2.414774,4.305944,5.3457040000000005,-1.820366,-2.768398,-5.259213,46609.0474,6.944457000000001,12.710489,15.996122,19.696089999999998,-12.169544,-19.612516,-30.425528999999997,41497.5346,6.537209,11.216769000000001,14.173936,17.04955,-10.678189999999999,-16.693236,-25.640824,-1.0
9,52323.3555,4.099262,12.623557,19.014274,29.130643,-8.0936,-11.874107,-42.620577000000004,120697.9941,5.4432599999999995,32.494904,51.521397,74.870436,-21.960687,-33.297936,-169.197651,22895.5561,4.381262,6.1886589999999995,10.565539,14.827437,-4.992161,-8.171623,-22.129385,22699.1582,4.220994,6.060844,10.304634,16.866678,-4.861244999999999,-7.500374000000001,-21.532945,4003.3596,2.587593,1.4437799999999998,3.6719190000000004,6.25781,-0.896568,-1.6529009999999997,-5.920684,3474.2818,2.3988080000000003,1.238245,3.09952,5.724487,-0.7545270000000001,-1.458227,-5.514594000000001,29093.2148,4.426589,9.003808,17.207028,22.737369,-6.808978999999999,-11.804469000000001,-34.988845,30233.6543,4.375159,9.591246,18.868106,25.352118,-7.154692,-11.648394999999999,-29.961271999999997,85209.5938,4.743377,21.024568,28.972293,46.122309,-14.640572,-21.130423,-85.776774,59035.252,4.243641,13.467154,17.833758,27.292284999999996,-10.177806,-14.625537,-50.256024,27660.4433,4.663988,7.124550999999999,10.62242,14.400701999999999,-5.960808999999999,-8.539659,-20.172864,21705.1015,4.433395,5.641774,8.583819,11.413475,-4.685231,-6.792606,-14.484224,6036.6431,2.657317,2.1725689999999998,5.809365000000001,8.490966,-1.288463,-2.146371,-5.26621,6069.1419,2.646322,2.1243790000000002,5.510891,8.984595,-1.262011,-2.066872,-4.390121,34653.4492,4.83387,10.153135,18.746733,23.341012,-8.271719000000001,-13.788810999999999,-29.494588,29663.9785,4.594037999999999,8.826918,16.152506,19.820613,-6.971054,-11.465123,-24.214576,-1.0
