,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,labels
0,0.00624313,-0.00229979,-0.00035861,-0.00079603,-0.00674905,0.00182207,0.00691324,-0.00354767,-0.0004919,0.00096228,-0.00682161,0.00200773,-0.00053009,3.236e-05,-0.00011254,0.00145798,-0.00385583,0.00023497,-0.00054161,6.229e-05,-6.444e-05,0.00144951,-0.00384788,0.0002396,0.00666291,0.00703586,0.00778594,0.00717574,0.00054288,0.00412896,0.00054898,0.00411882,-1.0
1,0.0029548,0.00560144,-0.00229491,-0.03218764,-0.10701125,0.00304443,0.007090899999999999,0.00449588,-0.00230849,-0.02225463,-0.08344579,0.00365361,-3.861e-05,0.00081358,4.229e-05,0.00030841,-0.00384092,0.00025601,0.00034504,0.00053062,6.178e-05,0.0005317,-0.00386356,0.00027033,0.00673599,0.11178873,0.00870764,0.08643967,0.00081559,0.00386177,0.00063594,0.00390933,-1.0
2,0.00681042,-0.0251737,0.00050629,0.00286028,0.01792607,-0.00083241,-0.00122956,-0.01639829,0.00345112,0.00330419,0.01893863,-0.00057987,0.00278813,-0.00562789,-0.00076997,0.00041937,0.0028246,1.332e-05,-9.485e-05,-0.00383062,0.00032821,0.00036718,0.00346947,1.138e-05,0.02608359,0.01817191,0.01680256,0.01923345,0.00632769,0.00285559,0.00384583,0.00348886,-1.0
3,-0.00322296,0.0095769,-0.00266993,0.00030746,-0.00787185,0.00451808,-0.01095995,0.00838801,-0.00118679,0.00234794,0.00196404,0.00569392,0.00076353,0.00946984,-0.00020504,-2.471e-05,-0.00534545,0.00021688,-0.00154329,0.00700607,0.00077073,0.0027645,-0.0004277,0.00108143,0.01045146,0.0090815,0.01385235,0.0064646,0.00950279,0.0053498999999999994,0.00721532,0.00299915,-1.0
4,0.00254248,-0.01110057,0.00101394,0.00153441,0.00131356,0.00231666,0.00219647,-0.0109395,0.00129616,-0.00377157,-0.01304173,-0.0006297999999999999,-0.00208448,0.00117627,0.00030174,-0.00070373,-0.00318414,-0.00031656,-0.00131586,-0.00130524,0.00011177,-0.00045759,-0.00334903,-0.00029015,0.01143306,0.00307357,0.01123286,0.01359074,0.00241241,0.00327631,0.00185678,0.00339258,-1.0
5,0.00541988,0.00093219,-0.00148245,0.01724203,-0.01716516,0.00516057,0.00214182,0.0037457999999999997,-0.00096182,0.01533963,-0.01969527,0.00343557,0.00050015,0.00229007,-0.0005611,0.0013433,-0.00432595,0.00075945,-0.00021443,0.00304786,-0.00035641,0.00137275,-0.00494274,0.00045888,0.00569576,0.0248709,0.0044208,0.02519943,0.00241027,0.00459294,0.00307611,0.00515031,-1.0
6,0.0007844,0.00347439,-0.00529558,0.00527479,-0.00333712,-0.00735243,0.00274551,0.00248731,-0.00465232,0.00448523,-0.0017678000000000001,-0.00553721,-0.00031273,-6.603e-05,-0.00022066,0.00024079,9.49e-05,-0.00068279,-0.00012482,-3.825e-05,-0.00018422,-6.1e-05,-8.016e-05,-5.489e-05,0.00638199,0.00964458,0.00594715,0.00734187,0.00038839,0.00073019,0.00022579,0.00011471,-1.0
7,0.00116883,0.00037816,-6.113e-05,-0.01682237,0.00172272,-0.00139358,0.0005759,0.00023703,4.4e-07,-0.01107886,-0.00013367,-0.0012644,-0.00011673,0.00021235,-1.279e-05,-0.00214953,-0.00066704,0.00068697,-4.47e-05,0.00019665,-9.33e-06,-0.00073982,0.00045670000000000004,0.00055449,0.00123,0.01696768,0.00062278,0.01115158,0.00024265,0.00235316,0.00020189,0.00103119,-1.0
8,-0.00065695,-0.019214,0.00013562,-0.00280506,0.01441674,-0.0002595,0.00160606,-0.01398686,9.924e-05,-0.0026643,0.01286101,-0.00035106,-0.00196694,-9.567e-05,-0.00014683,0.00041849,-0.00208628,0.0001543,-0.00150698,-0.0005394,-6.909e-05,0.00029662,-0.00092508,0.00010866,0.019225700000000002,0.01468939,0.01407912,0.01313877,0.00197473,0.00213343,0.0016021000000000002,0.00097753,-1.0
9,0.00022091,-0.00015019999999999996,0.00024426,0.00439388,-0.00468415,-0.00387172,-0.0001291,-0.00159867,0.00039214,-0.00032262,-0.00388242,-0.0034349000000000003,3.778e-05,6.211e-05,-1.55e-06,0.0014767,-0.00059086,-0.00021027,-0.00016768,0.00012362,3.384e-05,0.00029334,-6.203e-05,0.00013706,0.00036198,0.00749917,0.00165112,0.00519382,7.272e-05,0.00160436,0.00021106,0.00032967,-1.0
