,0,1,2,3,4,5,6,7,8,9,labels
0,3.0,1.0,2.0,8.0,4.0,5.0,4.0,4.0,3.0,4.0,-1.0
1,3.0,13.0,3.0,9.0,4.0,8.0,3.0,8.0,4.0,4.0,-1.0
2,2.0,9.0,3.0,12.0,2.0,12.0,2.0,3.0,3.0,2.0,-1.0
3,1.0,7.0,1.0,4.0,3.0,10.0,4.0,4.0,2.0,5.0,-1.0
4,2.0,7.0,1.0,7.0,3.0,2.0,3.0,4.0,2.0,5.0,-1.0
5,4.0,1.0,3.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,-1.0
6,1.0,10.0,3.0,9.0,3.0,10.0,2.0,7.0,2.0,8.0,-1.0
7,4.0,7.0,3.0,4.0,4.0,4.0,4.0,8.0,1.0,5.0,-1.0
8,3.0,11.0,4.0,12.0,4.0,1.0,3.0,6.0,2.0,12.0,-1.0
9,2.0,3.0,4.0,13.0,4.0,4.0,1.0,8.0,2.0,4.0,-1.0
10,1.0,9.0,2.0,9.0,1.0,4.0,1.0,11.0,3.0,8.0,-1.0
11,3.0,3.0,3.0,12.0,3.0,10.0,3.0,7.0,4.0,3.0,-1.0
12,3.0,8.0,4.0,2.0,1.0,2.0,4.0,5.0,1.0,3.0,-1.0
13,2.0,7.0,3.0,2.0,2.0,13.0,4.0,13.0,4.0,6.0,-1.0
14,2.0,12.0,1.0,9.0,1.0,4.0,2.0,7.0,1.0,7.0,-1.0
15,4.0,3.0,1.0,7.0,3.0,11.0,1.0,4.0,3.0,3.0,-1.0
16,1.0,3.0,3.0,8.0,2.0,1.0,4.0,3.0,1.0,13.0,-1.0
17,3.0,5.0,4.0,9.0,3.0,1.0,4.0,1.0,2.0,2.0,-1.0
18,2.0,2.0,2.0,4.0,3.0,8.0,4.0,4.0,2.0,11.0,-1.0
19,4.0,12.0,1.0,11.0,1.0,4.0,1.0,5.0,4.0,4.0,-1.0
20,3.0,2.0,4.0,7.0,1.0,8.0,1.0,11.0,3.0,7.0,-1.0
21,3.0,1.0,3.0,13.0,4.0,8.0,2.0,4.0,3.0,4.0,-1.0
22,3.0,3.0,2.0,6.0,4.0,9.0,1.0,6.0,4.0,12.0,-1.0
23,3.0,10.0,4.0,3.0,4.0,11.0,3.0,11.0,3.0,13.0,-1.0
24,2.0,13.0,3.0,11.0,1.0,1.0,1.0,11.0,1.0,7.0,-1.0
25,2.0,2.0,3.0,3.0,4.0,13.0,1.0,3.0,3.0,10.0,-1.0
26,4.0,2.0,1.0,11.0,3.0,3.0,4.0,11.0,4.0,9.0,-1.0
27,2.0,6.0,3.0,1.0,2.0,7.0,2.0,1.0,4.0,9.0,-1.0
28,3.0,6.0,3.0,10.0,1.0,13.0,3.0,13.0,2.0,9.0,-1.0
29,3.0,4.0,3.0,3.0,2.0,3.0,1.0,6.0,2.0,1.0,-1.0
30,4.0,10.0,4.0,11.0,3.0,5.0,3.0,1.0,2.0,11.0,-1.0
31,4.0,6.0,4.0,10.0,4.0,9.0,1.0,11.0,1.0,10.0,-1.0
32,2.0,7.0,3.0,3.0,3.0,12.0,2.0,11.0,2.0,3.0,-1.0
33,4.0,10.0,2.0,12.0,4.0,12.0,4.0,2.0,4.0,7.0,-1.0
34,1.0,1.0,1.0,2.0,1.0,10.0,2.0,10.0,1.0,13.0,-1.0
35,1.0,9.0,2.0,9.0,1.0,10.0,3.0,4.0,3.0,2.0,-1.0
36,3.0,5.0,4.0,10.0,1.0,11.0,2.0,10.0,1.0,1.0,-1.0
37,1.0,6.0,3.0,8.0,4.0,8.0,2.0,11.0,2.0,10.0,-1.0
38,1.0,8.0,3.0,1.0,4.0,11.0,2.0,11.0,3.0,12.0,-1.0
39,1.0,13.0,2.0,4.0,1.0,10.0,4.0,6.0,4.0,13.0,-1.0
40,3.0,7.0,4.0,1.0,3.0,11.0,3.0,1.0,2.0,13.0,-1.0
41,2.0,9.0,4.0,5.0,4.0,8.0,1.0,8.0,1.0,2.0,-1.0
42,1.0,1.0,4.0,8.0,4.0,9.0,1.0,11.0,4.0,11.0,-1.0
43,4.0,2.0,1.0,6.0,1.0,1.0,3.0,12.0,3.0,6.0,-1.0
44,1.0,4.0,4.0,7.0,3.0,2.0,3.0,7.0,3.0,9.0,-1.0
45,3.0,11.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,-1.0
46,2.0,6.0,4.0,7.0,2.0,8.0,1.0,7.0,2.0,9.0,-1.0
47,1.0,4.0,2.0,9.0,4.0,9.0,2.0,2.0,3.0,10.0,-1.0
48,4.0,7.0,3.0,12.0,2.0,2.0,1.0,6.0,4.0,12.0,-1.0
49,2.0,2.0,2.0,9.0,1.0,3.0,3.0,2.0,1.0,8.0,-1.0
50,3.0,9.0,1.0,9.0,4.0,11.0,2.0,6.0,1.0,7.0,-1.0
51,4.0,3.0,2.0,7.0,1.0,1.0,4.0,5.0,2.0,5.0,-1.0
52,3.0,12.0,2.0,4.0,1.0,4.0,4.0,5.0,1.0,10.0,-1.0
53,1.0,10.0,4.0,4.0,3.0,3.0,3.0,12.0,2.0,10.0,-1.0
54,4.0,7.0,1.0,9.0,2.0,2.0,4.0,12.0,2.0,12.0,-1.0
55,4.0,10.0,1.0,11.0,4.0,13.0,2.0,2.0,2.0,13.0,-1.0
56,1.0,10.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,8.0,-1.0
57,2.0,12.0,4.0,4.0,4.0,12.0,2.0,10.0,4.0,5.0,-1.0
58,4.0,1.0,1.0,11.0,3.0,11.0,1.0,8.0,4.0,9.0,-1.0
