,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,labels
0,-0.74,0.33,-0.79,0.29,0.09,0.36,-0.2,0.09,0.1,0.27,1.62,3.09,5.59,4.95,5.37,4.17,4.31,2.68,2.38,1.58,0.44,-1.0
1,0.6,0.1,-0.14,0.22,-1.43,1.17,3.52,2.21,6.55,5.02,5.42,6.23,2.66,2.66,2.79,2.69,-0.86,0.43,1.22,-2.12,1.21,-1.0
2,1.68,0.12,-0.69,-0.84,-0.98,0.38,0.7,2.84,4.17,2.62,3.48,5.62,2.73,5.5,2.74,2.05,0.06,-0.38,-0.25,1.18,0.65,-1.0
3,-0.99,-0.48,0.99,-0.38,0.25,-0.07,3.08,2.28,2.7,5.66,5.4,5.19,2.96,4.58,2.87,2.07,0.84,1.24,1.87,0.21,1.25,-1.0
4,-1.71,0.76,0.37,-1.41,-0.27,0.45,1.16,2.55,0.71,2.49,3.07,4.08,2.8,2.51,4.02,3.73,1.39,2.58,1.6,0.75,-0.36,-1.0
5,-0.94,0.19,-0.1,-0.44,-0.6,-0.04,0.9,0.16,-0.12,2.71,1.85,4.89,4.58,6.57,5.41,4.96,3.6,3.64,0.85,-1.41,-1.57,-1.0
6,0.07,1.57,1.25,0.19,0.94,0.08,2.75,3.86,4.41,4.12,6.17,3.63,4.45,2.51,4.03,1.73,2.13,0.17,-0.33,-0.49,-0.94,-1.0
7,-0.36,0.06,-0.99,0.55,-1.3,1.5,1.49,0.6,0.85,3.06,2.75,2.1,4.05,2.92,5.02,4.31,3.51,2.61,1.06,1.4,-0.77,-1.0
8,2.18,1.13,2.9,0.87,-2.38,1.0,1.77,1.3,4.9,2.97,6.11,6.25,2.66,3.64,1.78,1.51,-1.04,0.15,1.38,-0.41,-1.47,-1.0
9,2.09,1.51,0.96,-0.66,-0.7,0.06,1.6,-1.2,1.65,1.64,2.65,4.34,4.3,4.42,5.65,4.97,3.32,1.59,3.08,0.45,-1.57,-1.0
10,-1.07,1.22,0.02,0.34,0.0,0.3,1.61,1.06,1.98,3.11,4.97,3.64,4.34,3.98,3.89,3.49,1.67,1.48,-0.14,1.71,-1.38,-1.0
11,1.75,0.73,-1.72,0.72,0.0,-0.12,3.16,1.28,4.28,3.37,4.96,4.24,4.84,3.47,2.2,2.94,1.04,1.46,0.54,0.25,0.31,-1.0
12,0.31,0.66,2.88,0.33,1.47,0.66,0.41,2.68,4.57,6.77,5.97,4.51,4.16,1.94,1.97,2.03,0.26,0.62,-0.61,-1.45,0.42,-1.0
13,2.0,-0.56,-0.1,0.12,0.6,0.99,-1.16,1.36,2.02,2.19,2.92,6.95,3.48,4.1,2.33,0.97,2.58,2.71,1.51,2.27,-0.32,-1.0
14,0.3,0.21,0.3,-1.26,-2.44,0.98,0.78,1.48,3.57,3.39,3.8,3.81,4.66,0.59,4.26,0.97,1.81,2.37,-0.08,0.69,0.02,-1.0
15,0.9,-0.38,-0.68,-1.56,1.03,-0.26,0.97,-1.09,0.98,0.46,3.34,3.82,3.78,6.31,5.27,5.11,2.33,4.04,2.07,2.13,-0.15,-1.0
16,-1.12,-0.01,-1.16,-0.82,-0.15,-0.37,1.28,2.67,1.14,2.15,4.29,2.91,2.26,3.31,5.11,5.17,2.49,3.38,2.15,0.27,0.27,-1.0
17,1.42,1.35,-0.14,-1.02,0.66,-1.49,1.65,2.59,4.11,4.11,5.16,3.6,4.51,1.99,1.83,0.49,2.9,-0.9,0.76,-1.72,0.84,-1.0
18,1.43,0.51,-0.53,-1.46,-0.34,0.9,1.03,2.83,4.0,4.07,3.99,3.74,2.48,2.94,3.12,0.99,0.24,1.82,-0.31,0.18,-0.6,-1.0
19,-0.6,2.56,-0.34,1.31,-0.5,-1.02,-1.11,0.2,0.08,1.19,2.4,2.4,3.21,4.79,7.68,4.74,4.49,3.68,1.1,0.23,-0.04,-1.0
20,0.7,-1.91,-0.3,0.39,-0.15,-1.1,-0.27,-0.89,0.04,1.56,3.68,4.18,4.08,5.65,4.39,1.9,3.13,1.98,2.69,0.24,0.83,-1.0
21,0.34,-0.94,-0.98,0.31,-1.37,1.75,0.28,1.39,3.46,3.73,3.24,2.94,5.66,2.63,3.79,2.6,1.57,3.0,-1.1,2.42,-1.56,-1.0
22,-0.42,0.45,-0.6,1.53,1.25,1.28,-0.53,-0.05,1.63,2.74,2.11,3.44,6.16,4.55,2.29,6.02,3.78,3.12,4.17,2.14,0.55,-1.0
23,-1.49,-1.62,0.97,0.14,0.37,1.33,1.53,2.55,3.68,3.92,6.05,3.77,1.78,3.35,3.91,1.61,0.95,0.56,-0.55,2.32,-0.37,-1.0
24,-0.5,-0.17,-1.99,-0.46,-0.91,-0.15,0.72,0.57,1.47,2.23,3.08,1.38,2.64,3.53,6.22,3.27,4.5,1.39,1.89,0.06,-2.0,-1.0
25,2.58,0.42,-2.02,0.11,-2.86,-0.45,1.05,1.68,2.07,2.85,4.66,6.51,3.88,1.84,1.48,2.48,2.29,1.5,2.01,-1.05,-0.69,-1.0
26,0.19,1.57,0.67,-0.96,-0.47,1.12,2.57,-0.13,0.64,3.88,3.86,5.52,3.58,3.98,4.91,2.36,0.92,1.23,1.34,1.26,-0.8,-1.0
27,0.43,-1.17,-0.67,-0.1,0.5,-0.58,-0.01,1.27,3.67,5.65,3.89,3.87,2.7,5.38,2.49,2.27,0.48,1.19,0.84,-0.49,2.05,-1.0
28,-0.34,1.37,0.49,-0.61,0.02,1.23,1.42,2.19,3.82,1.55,4.54,3.46,2.9,5.55,3.51,2.69,3.33,1.84,0.64,1.03,-0.78,-1.0
29,1.55,-0.73,-0.26,-0.53,-0.09,1.18,1.14,2.42,3.22,2.73,4.31,3.56,2.78,3.44,3.63,2.55,2.64,0.02,0.68,-0.99,0.33,-1.0
30,-0.06,0.59,-0.18,2.24,-1.77,-1.88,-0.01,1.23,2.37,3.04,4.51,4.7,5.86,3.14,3.48,3.45,1.08,1.23,-0.54,-0.05,-0.13,-1.0
31,0.62,-1.0,-0.32,0.26,-0.39,-0.02,0.03,1.49,0.85,1.71,3.25,4.33,4.33,2.43,5.27,3.68,4.26,2.12,1.11,2.59,-0.94,-1.0
32,-0.47,-0.02,0.59,-0.44,0.84,0.37,1.3,0.31,0.87,1.05,3.2,3.79,3.43,5.37,4.64,2.71,2.59,2.92,2.13,1.56,0.58,-1.0
33,-1.78,-1.07,1.25,0.75,0.37,0.53,1.01,-0.59,2.76,1.03,2.83,5.11,4.44,5.37,4.18,2.94,4.86,0.83,0.5,0.73,1.31,-1.0
34,0.86,0.27,0.13,0.07,-0.67,1.48,2.14,2.88,3.17,3.61,4.08,4.32,3.99,3.92,1.4,2.05,0.91,-1.61,0.79,1.4,0.8,-1.0
35,-0.26,0.35,1.21,0.28,0.87,1.48,0.93,1.45,3.08,3.8,5.64,3.03,3.43,2.44,4.0,2.2,2.33,-0.49,1.28,-0.13,-0.74,-1.0
36,-1.54,1.13,-1.42,-0.37,0.15,0.35,1.17,1.27,0.37,0.96,4.83,3.12,3.96,5.06,6.72,3.63,2.22,1.93,2.13,-0.16,-0.34,-1.0
37,-1.79,0.73,0.92,1.36,0.11,1.51,2.04,2.82,2.09,5.67,4.08,6.22,4.14,3.06,2.86,0.21,1.89,1.88,0.2,-0.29,0.51,-1.0
38,1.36,1.11,-1.65,-0.73,0.03,-0.78,1.24,0.69,-0.59,2.37,2.13,1.68,5.05,4.88,2.66,3.33,1.32,2.84,0.81,0.52,0.45,-1.0
39,0.32,1.01,0.45,0.12,0.04,0.1,1.95,2.26,3.89,3.9,3.99,3.63,4.02,3.55,2.21,0.62,0.36,1.22,-0.41,1.71,1.26,-1.0
40,-1.15,-0.41,0.57,-0.18,-0.66,-0.16,2.49,2.63,2.06,3.09,3.08,4.77,3.46,3.14,1.83,1.43,-0.27,0.9,-1.44,-0.56,0.58,-1.0
41,1.22,1.68,2.0,-0.19,1.03,-0.75,1.49,2.35,4.83,5.21,6.65,5.09,4.22,4.08,2.31,-0.33,-0.01,-0.45,-2.55,0.46,0.23,-1.0
42,-0.73,1.43,0.1,-0.22,-1.17,1.96,2.32,1.66,3.46,3.69,5.11,4.93,4.55,1.3,2.6,2.11,-0.17,0.03,1.57,-0.08,0.89,-1.0
43,-0.47,-1.51,-0.43,-2.11,0.69,3.03,2.24,2.65,4.39,4.56,5.47,4.03,4.92,2.21,3.74,1.13,-0.32,-0.23,1.19,1.12,1.95,-1.0
44,0.5,0.68,0.36,-1.76,1.28,0.1,-0.17,0.77,-1.25,1.35,2.5,3.52,3.77,4.63,5.32,3.78,4.02,4.62,4.04,0.36,0.51,-1.0
45,1.06,-0.92,0.81,0.78,-2.55,-0.56,0.72,-1.08,0.88,2.2,2.99,5.12,3.5,5.4,4.3,3.52,4.61,4.46,2.9,2.28,0.87,-1.0
46,-1.41,1.08,-0.65,-0.52,-0.65,0.19,-0.19,0.68,2.31,2.7,3.04,3.36,2.94,5.11,2.99,3.74,1.53,2.76,0.28,2.23,-1.82,-1.0
47,-0.31,2.35,1.51,0.29,1.16,-1.03,-0.3,0.4,1.83,2.32,2.45,2.47,3.8,3.94,5.03,5.51,3.97,2.74,0.91,1.68,-0.53,-1.0
