,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,labels
0,0.91,-0.83,-0.89,0.04,1.21,0.1,0.53,2.23,1.59,4.12,2.99,4.88,5.05,2.25,4.58,2.18,1.66,1.29,0.84,0.35,0.19,-1.0
1,-0.17,-0.52,0.86,1.92,-0.5,1.27,1.98,2.37,4.77,4.0,7.58,5.29,4.56,2.01,1.73,-0.6,0.51,1.23,1.07,-1.08,0.01,-1.0
2,-1.02,-0.36,0.15,1.34,0.05,0.58,1.68,3.63,2.71,3.67,7.17,4.16,4.05,3.2,1.81,2.14,0.02,-0.54,-0.22,-0.02,-3.46,-1.0
3,-0.16,-0.76,0.0,-0.17,-0.16,0.54,2.33,3.38,4.44,5.86,3.63,4.43,6.37,2.83,1.16,1.55,-1.06,-1.33,0.7,0.78,-0.26,-1.0
4,1.11,0.32,-0.14,0.08,0.75,0.07,-1.23,1.5,1.23,3.42,5.44,3.36,2.88,3.27,3.98,4.13,2.35,1.79,0.63,3.53,0.37,-1.0
5,-1.79,-1.3,1.14,-1.02,0.06,1.18,0.24,1.69,-0.47,-1.1,2.04,3.07,2.9,4.21,3.4,4.37,3.79,3.3,1.84,1.69,-0.95,-1.0
6,0.71,0.49,0.9,-0.78,-0.97,0.3,-0.11,0.04,0.82,1.36,3.55,2.64,4.97,4.48,4.13,3.53,2.68,1.21,0.55,1.05,0.54,-1.0
7,-0.31,0.62,0.81,0.09,-0.37,0.82,3.68,1.69,2.01,3.77,4.62,4.57,3.28,4.97,3.79,0.96,1.09,0.36,0.23,0.49,0.31,-1.0
8,-0.86,0.73,0.89,-1.59,-1.45,1.42,2.07,2.61,3.57,2.31,4.74,4.73,5.69,2.52,3.21,-1.26,0.05,-0.08,-0.27,1.29,-0.22,-1.0
9,-0.55,-0.88,1.75,-0.43,-1.84,-0.13,1.59,-0.53,-0.19,2.7,5.29,5.1,2.72,4.82,4.35,4.4,3.68,2.35,1.93,3.02,-1.5,-1.0
10,-1.41,1.08,-0.65,-0.52,-0.65,0.19,-0.19,0.68,2.31,2.7,3.04,3.36,2.94,5.11,2.99,3.74,1.53,2.76,0.28,2.23,-1.82,-1.0
11,-1.05,-0.1,1.58,-1.02,2.58,-0.85,2.2,3.18,4.13,5.01,5.15,4.73,5.28,4.07,2.0,1.09,0.05,0.94,-0.22,-0.67,1.12,-1.0
12,0.47,-1.57,-0.5,0.41,0.87,-0.35,1.9,1.89,-0.63,2.54,2.74,3.2,4.73,5.7,3.74,4.14,3.43,3.73,3.39,0.44,-0.57,-1.0
13,1.22,1.63,-1.71,-0.78,-0.82,2.32,0.94,3.05,2.81,5.46,6.0,5.82,4.27,3.46,3.5,2.18,0.25,1.28,-0.97,-0.24,-0.11,-1.0
14,-0.85,1.31,0.07,2.0,-0.37,2.13,-0.1,0.89,1.07,2.92,3.88,3.98,3.07,2.7,3.72,2.85,2.43,2.05,1.36,1.04,-0.43,-1.0
15,-0.04,-0.52,-0.81,1.88,0.55,1.05,1.41,1.8,4.53,4.21,6.1,4.3,4.46,2.94,1.93,2.75,0.71,1.03,0.29,-0.06,-0.63,-1.0
16,-0.75,-0.34,-0.22,1.82,0.41,-1.7,-0.22,-0.4,1.2,4.26,2.55,3.59,3.98,4.49,5.95,3.35,2.94,3.84,0.65,0.55,1.8,-1.0
17,-0.62,1.09,-0.55,0.54,0.52,1.24,0.37,-0.51,1.17,3.65,2.12,4.93,3.57,3.34,5.38,5.12,3.06,2.47,3.4,-0.23,0.26,-1.0
18,0.39,0.61,-0.08,-0.37,1.09,-0.81,0.56,-0.1,3.5,4.2,2.4,4.86,4.85,4.64,4.25,3.49,1.99,3.3,1.61,0.56,1.8,-1.0
19,-0.46,-0.36,-0.94,0.41,-0.38,0.74,1.42,1.03,3.29,1.4,3.02,3.12,5.27,3.11,4.9,2.05,1.58,1.72,0.31,-1.03,-0.15,-1.0
20,0.43,-1.17,-0.67,-0.1,0.5,-0.58,-0.01,1.27,3.67,5.65,3.89,3.87,2.7,5.38,2.49,2.27,0.48,1.19,0.84,-0.49,2.05,-1.0
21,1.13,-0.68,-1.94,-1.15,1.7,1.25,0.28,0.28,0.28,1.85,2.02,5.21,4.26,3.83,6.97,3.81,1.73,3.52,0.86,0.94,-1.21,-1.0
22,0.01,1.14,0.75,-0.23,-0.5,-0.8,-0.08,-0.49,1.76,1.57,1.34,2.5,3.99,4.36,4.91,4.13,3.23,3.31,1.92,3.08,1.11,-1.0
