,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,labels
0,64.0,62.0,82.0,65.0,76.0,89.0,102.0,87.0,84.0,106.0,111.0,94.0,76.0,83.0,96.0,74.0,76.0,95.0,113.0,88.0,80.0,107.0,118.0,96.0,84.0,103.0,109.0,92.0,84.0,107.0,118.0,96.0,79.0,111.0,118.0,96.0,-1.0
1,63.0,67.0,70.0,58.0,60.0,67.0,70.0,55.0,63.0,71.0,70.0,58.0,60.0,69.0,71.0,57.0,60.0,62.0,67.0,57.0,64.0,66.0,64.0,57.0,64.0,64.0,71.0,56.0,60.0,68.0,67.0,56.0,64.0,68.0,67.0,56.0,-1.0
2,63.0,68.0,89.0,71.0,67.0,75.0,77.0,62.0,67.0,72.0,77.0,58.0,70.0,75.0,84.0,63.0,63.0,71.0,73.0,55.0,63.0,71.0,73.0,55.0,63.0,66.0,72.0,53.0,63.0,70.0,75.0,53.0,59.0,66.0,72.0,53.0,-1.0
3,53.0,43.0,114.0,119.0,53.0,56.0,101.0,97.0,60.0,63.0,85.0,73.0,68.0,73.0,78.0,65.0,64.0,73.0,74.0,54.0,68.0,69.0,78.0,54.0,64.0,71.0,75.0,56.0,64.0,71.0,75.0,59.0,71.0,71.0,75.0,52.0,-1.0
4,67.0,75.0,81.0,62.0,67.0,79.0,85.0,62.0,71.0,83.0,85.0,62.0,63.0,75.0,76.0,63.0,63.0,79.0,84.0,63.0,66.0,79.0,84.0,63.0,67.0,73.0,82.0,64.0,67.0,77.0,82.0,60.0,71.0,73.0,82.0,64.0,-1.0
5,71.0,79.0,87.0,70.0,71.0,75.0,87.0,70.0,64.0,61.0,75.0,52.0,67.0,72.0,77.0,62.0,71.0,75.0,81.0,71.0,63.0,61.0,74.0,54.0,66.0,71.0,73.0,55.0,63.0,75.0,80.0,59.0,70.0,75.0,84.0,66.0,-1.0
6,67.0,71.0,78.0,58.0,67.0,67.0,67.0,51.0,60.0,67.0,70.0,55.0,64.0,66.0,64.0,54.0,64.0,69.0,64.0,54.0,64.0,69.0,71.0,57.0,64.0,68.0,71.0,52.0,60.0,71.0,71.0,56.0,64.0,71.0,71.0,56.0,-1.0
7,68.0,75.0,79.0,56.0,64.0,75.0,79.0,59.0,68.0,79.0,79.0,59.0,67.0,75.0,77.0,62.0,67.0,72.0,77.0,62.0,67.0,75.0,85.0,62.0,63.0,63.0,88.0,74.0,63.0,60.0,88.0,85.0,59.0,56.0,88.0,85.0,-1.0
8,67.0,70.0,72.0,60.0,67.0,70.0,75.0,57.0,63.0,70.0,68.0,57.0,63.0,67.0,70.0,58.0,60.0,67.0,70.0,55.0,63.0,71.0,70.0,58.0,60.0,69.0,71.0,57.0,60.0,62.0,67.0,57.0,64.0,66.0,64.0,57.0,-1.0
9,68.0,75.0,75.0,59.0,68.0,75.0,75.0,59.0,68.0,79.0,79.0,63.0,71.0,75.0,77.0,58.0,71.0,79.0,81.0,58.0,67.0,79.0,77.0,58.0,66.0,75.0,84.0,63.0,66.0,79.0,80.0,59.0,66.0,75.0,80.0,59.0,-1.0
10,67.0,68.0,74.0,54.0,67.0,72.0,70.0,54.0,67.0,68.0,74.0,54.0,66.0,71.0,73.0,55.0,66.0,71.0,76.0,55.0,66.0,71.0,73.0,55.0,71.0,81.0,79.0,68.0,71.0,73.0,82.0,60.0,67.0,73.0,72.0,57.0,-1.0
11,64.0,77.0,82.0,65.0,64.0,77.0,82.0,65.0,60.0,77.0,82.0,65.0,64.0,75.0,79.0,63.0,64.0,75.0,83.0,67.0,68.0,79.0,83.0,67.0,71.0,83.0,85.0,67.0,67.0,87.0,81.0,71.0,67.0,87.0,93.0,75.0,-1.0
12,68.0,75.0,75.0,56.0,68.0,75.0,75.0,56.0,71.0,75.0,75.0,56.0,67.0,79.0,77.0,58.0,67.0,75.0,77.0,58.0,67.0,72.0,77.0,58.0,66.0,79.0,80.0,63.0,70.0,79.0,80.0,63.0,66.0,75.0,80.0,63.0,-1.0
