,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,labels
0,-0.00316104,-0.00295964,6.348e-05,0.00060173,-0.01281717,-0.00040692,-0.00083286,-0.00161053,-0.00022316,-0.00042097,-0.00593097,-0.000337,-0.00039037,-0.00032871,-3.495e-05,0.00079761,0.00021457,-2.246e-05,-8.344e-05,-0.00020545,-5.823e-05,0.00034457,0.00071231,-2.082e-05,0.00433078,0.01283774,0.00182681,0.00595543,0.00051153,0.00082628,0.00022927,0.00079154,-1.0
1,-0.01258582,0.00364646,-2.734e-05,-0.01042433,0.00153857,0.0006452000000000001,-0.005658399999999999,-0.00320996,-0.00057624,-0.01045662,0.00152287,0.00063671,-0.00038421,-0.00013304,-8.343e-05,-0.00363648,0.00087865,0.00024775,0.00041023,-0.00266866,-0.00037626,-0.00363192,0.00088087,0.00024896,0.01310345,0.010556999999999999,0.00653096,0.01058609,0.00041506,0.00374931,0.0027261,0.0037454999999999997,-1.0
2,0.00131561,-0.02698164,-0.00056328,0.00018295,0.02900652,0.00091437,0.00080886,-0.01688845,-0.00017286,-0.00183768,0.01981964,0.00041263,-0.00024103,0.00074205,-0.00013209,-0.00036115,0.001254,4.527e-05,-0.00024947,-0.00037077,-0.00012028,-0.0004156000000000001,0.00149464,5.91e-05,0.02701957,0.0290215,0.01690869,0.01990892,0.00079132,0.00130575,0.00046279,0.00155247,-1.0
3,-0.00140013,-0.00012049,-9.745e-05,-0.00112623,-0.00034157,-0.00026865,-0.00140728,-0.00012591,-9.611e-05,-0.00020950000000000002,-0.00039247,-0.00018538,-0.00237406,-0.00241463,0.00038407,-6.17e-06,-0.00017086,-4.516e-05,-0.00237464,-0.00241507,0.00038419,-4.856e-05,-7.011e-05,-1.473e-05,0.00140868,0.00120716,0.00141616,0.00048196,0.00340795,0.00017683,0.00340868,8.655e-05,-1.0
4,0.00079268,0.00237087,0.00601138,0.00061748,-0.00760569,0.00663422,0.00072457,0.00201983,0.00197809,0.00168299,-0.00281755,0.00668502,-0.00012202,-0.00063784,-0.00125921,-0.00071639,-0.00044959,-0.00090893,-3.883e-05,-0.0008424,-0.00097772,-0.00065717,-6.51e-06,-0.00018082,0.00651045,0.01011141,0.00291848,0.00744718,0.00141681,0.00124157,0.00129116,0.00068162,-1.0
5,0.00363108,-0.02989424,-0.00016117,-0.01134188,0.03487385,-0.00399314,0.01219669,-0.0355522,-0.00224655,-0.00414241,0.03364107,-0.0012350999999999998,-0.00097225,-0.00229699,-0.00068125,-0.00036909,-0.00139811,2.334e-05,1.889e-05,-0.00501156,-0.00075207,-0.00030727,-0.00037139,2.559e-05,0.03011439,0.036888599999999994,0.03765323,0.03391764,0.00258564,0.0014462,0.00506772,0.00048269999999999997,-1.0
6,-0.00432024,0.01530136,-7.075e-05,-0.00269227,-0.01256441,0.00101823,-0.00388427,0.00996558,-0.00023571,-0.00438811,-0.01521268,0.00033543,0.00032348,0.0019515000000000001,5.481e-05,0.00038293,-0.00110728,-0.00019984,-0.00042505,0.00113256,-2.435e-05,0.00143846,0.00059304,0.0001745,0.01589972,0.0128899,0.01069841,0.01583646,0.00197888,0.00118854,0.00120994,0.00156567,-1.0
7,0.00281984,-0.03258371,0.00077545,0.01166047,0.00470963,-0.00114538,0.00670281,-0.02626869,-0.00052012,0.00253813,0.00635115,-0.00059735,-0.00026515,-8e-05,-0.00033601,-0.00193052,-0.00251516,0.00018931,0.0007343,0.00038143,-0.00085172,-0.00012298,-0.00056004,6.274e-05,0.03271469,0.01262771,0.02711535,0.00686557,0.00043544,0.00317629,0.00118748,0.00057681,-1.0
8,0.00321582,0.0023595,0.00011019,0.01456559,0.01143118,-0.00251056,0.00279375,0.00228167,8.343e-05,0.01020509,0.00595802,-0.00150183,0.00014437,0.00022517,1.551e-05,0.0025196999999999997,1.903e-05,-0.0002399,5.55e-06,0.00022378,2.398e-05,0.00152444,0.00012383,-0.00014039,0.0039901,0.01868505,0.00360805,0.01191207,0.00026793,0.00253117,0.00022513,0.00153589,-1.0
9,0.00600454,0.03158969,-0.00047372,-0.00277823,0.03027945,-0.00056034,0.00435644,0.021912099999999997,-0.00069885,-0.01000821,0.02168002,0.0002779,-0.00164264,0.00283724,0.00046173,0.00250839,0.00157286,0.00028161,-0.00016707,0.00096996,0.00060094,0.00141987,0.00181387,0.00029889,0.03215878,0.0304118,0.02235189,0.02388022,0.0033108000000000005,0.00297409,0.0011532,0.00232282,-1.0
10,0.00165147,0.00162071,-0.00034169999999999996,-0.02185032,0.0019817999999999997,-0.00239322,0.00122625,0.00125348,-0.00026754,-0.02576806,0.00477393,-0.00262336,0.00072202,-0.00043849,0.00022122,0.0034158,-0.00188911,0.00067795,0.00078693,-0.00038241,0.00020987,-0.00112398,-5.5e-05,0.00054825,0.00233898,0.02207015,0.00177383,0.02633753,0.00087323,0.00396182,0.00089975,0.00125177,-1.0
11,0.00154815,-0.00461148,-0.00132632,-0.00033585,-0.01101134,-0.00081179,0.00328011,-0.00159586,-0.00115948,0.00111636,-0.00668143,-0.00184943,0.00075061,0.00025081,-4.898e-05,-0.00056889,0.00079562,3.13e-06,0.00042141,0.00034551,4.62e-06,-3.723e-05,-0.00034539,-3.579e-05,0.00504199,0.01104633,0.00382757,0.00702198,0.00079292,0.00097809,0.00054496,0.00034923,-1.0
12,0.00013457,0.02224733,0.00567206,-0.00217534,0.0248615,0.00385125,0.00600976,0.01818482,0.00503422,-0.00228791,0.01305119,0.00345487,-0.00186405,-0.00230865,0.00025768,0.00232742,-0.0009337,0.00012078,0.00030322,0.00010443,0.00062146,0.00083133,-0.00181271,0.00031753,0.02295941,0.0252519,0.01980274,0.01369322,0.00297841,0.00251063,0.00069933,0.00201937,-1.0
13,-3.692e-05,0.00062063,-0.0001158,9.278e-05,0.00237972,-6.163e-05,0.0017736,-0.0007102,-0.00075006,-0.00040874,0.00133108,-3.69e-06,-2.1899999999999997e-05,-7.526e-05,-2.071e-05,0.00010926,-3.32e-05,-8.384e-05,0.00019914,-0.00016258,-8.677e-05,9.27e-06,-1.082e-05,-1.962e-05,0.00063242,0.00238233,0.00205247,0.00139243,8.107e-05,0.00014166,0.00027133,2.425e-05,-1.0
14,-0.01222506,-0.02011808,-0.00078936,-0.00130723,-0.01560913,0.00256264,-0.01075031,-0.01728098,-0.00048057,-0.00109093,-0.012784899999999998,0.00227596,0.00037921,0.00093416,6.78e-06,0.00096399,-0.00341948,8.778e-05,-0.00012786,0.00052249,-1.86e-06,0.00084633,-0.0026436999999999997,1.331e-05,0.02355446,0.01587202,0.02035762,0.01303164,0.00100822,0.00355384,0.00053791,0.0027759,-1.0
15,0.0022574,0.00190413,0.00094412,0.00541154,0.00885104,-0.00383606,0.00279937,0.00112548,0.00098517,-0.00209571,0.00335028,-0.00396361,-0.00010911,-0.00361046,0.00015715,0.00051891,0.00346894,-0.00014819,0.00024867,-0.00406679,8.25e-05,-0.00037784,0.00147029,1.759e-05,0.00310047,0.01106079,0.00317392,0.00559702,0.00361553,0.00351066,0.00407522,0.00151816,-1.0
16,0.0028598000000000004,0.02071038,-0.00070651,-0.003034,-0.00674084,0.00033473,-0.00057308,0.0166765,0.00031624,-0.00181281,-0.00453837,0.00025456,0.00460423,-0.00188488,-0.0007440000000000001,-6.606e-05,-0.00054614,-3.01e-06,0.00264525,-0.00056738,-0.00048284,2.878e-05,-0.00039184,-1.9600000000000002e-05,0.02091883,0.00739974,0.01668934,0.00489366,0.00503043,0.00055013,0.00274816,0.00039339,-1.0
17,-0.00134686,0.01109474,0.01163487,-0.00508474,-0.0197889,-0.00521437,0.00041614,0.00980356,0.00782604,0.00113159,-0.01420017,0.00685001,-0.0003875,-0.00127406,0.00124663,0.00099534,-0.00819678,0.00795959,-0.00061262,-0.00131149,0.00048439999999999996,0.00157197,-0.00567328,0.00769098,0.01613312,0.02108661,0.01255109,0.01580658,0.00182414,0.01146878,0.00152642,0.00968547,-1.0
18,-0.00100704,-0.03956943,-0.00187393,-0.00236539,0.03458692,-0.00126873,0.01128768,-0.05734728,-0.00195167,-0.00059503,0.03632522,-0.00076748,0.00210036,-0.00297194,-0.00153046,-0.00058155,0.0014585999999999998,-0.00015856,0.00412679,-0.00900618,-0.00089703,-0.00101187,0.00189052,-0.00021162,0.03962658,0.03469092,0.05848018,0.036338199999999994,0.00394794,0.00157825,0.00994717,0.0021547,-1.0
19,0.00347748,-0.00245315,0.00491912,-0.00604711,0.05366326,-0.01289298,0.00024468,-0.00072139,-0.00444094,-0.00904157,0.0492352,-0.00165787,-0.00026696,-0.00056961,-0.00028594,0.00053237,0.00068137,-0.00159022,-0.00238676,-0.00086723,-0.00817662,0.00212183,0.00108326,-0.00217437,0.0065045,0.05552065,0.0045058,0.05008596,0.000691,0.0018100999999999998,0.00856189,0.00322545,-1.0
20,-0.00035426,0.00085905,-8.603e-05,-0.00718752,0.00203649,0.00033693,-0.00042599,0.00068387,-6.183e-05,-0.004871800000000001,0.00183216,0.00050186,-0.00010593,0.00016262,5.96e-06,-0.00023347,0.00021715,0.00038873,-8.843e-05,0.00014145,5.97e-06,-0.00039667,0.00024914,0.00037973,0.0009332,0.00747805,0.00080806,0.00522907,0.00019417,0.00050276,0.00016693,0.000603,-1.0
