,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,labels
0,-0.00053586,-6.798e-05,0.00011514,-0.0022535999999999997,0.00012582,-6.613e-05,-0.00053623,-6.679e-05,0.0001151,-0.00194111,0.00012758,-0.00014626,-0.00014172,-1.212e-05,2.574e-05,-1.603e-05,2.981e-05,-1.625e-05,-0.00014177,-1.195e-05,2.573e-05,-2.978e-05,4.106e-05,-1.258e-05,0.00055229,0.00225807,0.00055249,0.00195079,0.00014455,3.755e-05,0.00014458,5.226e-05,-1.0
1,-0.00263176,0.0040847999999999995,0.01538592,0.00104893,0.00058264,-0.02328893,-0.00263143,0.00408606,0.01538503,0.00051808,-0.00096508,-0.01077457,0.00050925,0.00098136,-0.00138917,-0.00040617,-8.236e-05,0.00283281,0.00050811,0.00097812,-0.00138495,-0.00023995,-0.0003523,0.00296743,0.016135,0.02331982,0.01613442,0.01083011,0.00177544,0.00286296,0.00177002,0.00299788,-1.0
2,-0.00104482,-0.00247552,0.00026435,-0.00399412,0.00274265,-0.00042974,-0.00011570000000000001,-0.00019241,9.24e-06,-0.00548746,-6.695e-05,-0.0003165,-0.00025989,-0.00012541,2.869e-05,-0.00117774,0.00086321,-0.00010869,-0.00032296,-8.416e-05,2.646e-05,-0.00158872,-0.00024209,-7.486e-05,0.00269996,0.00486413,0.00022471,0.00549699,0.00028999,0.00146424,0.0003348,0.0016088,-1.0
3,-0.00015609,0.00082653,-8.553e-05,0.00028147,0.00030302,1.62e-06,-0.00023727,0.00035668,-4.743e-05,0.00025566,0.00030306,-3e-07,-3.818e-05,-1.938e-05,1.24e-06,1.255e-05,4.85e-05,-2.33e-06,-3.278e-05,3.556e-05,-3.08e-06,4.48e-06,1.724e-05,-7e-07,0.00084547,0.00041358,0.00043101,0.00039649,4.284e-05,5.015e-05,4.846e-05,1.782e-05,-1.0
4,-0.00478192,0.00180748,0.00117193,0.00141821,-0.00544574,-0.00101679,-0.00373043,0.00130277,0.00111559,0.00178155,-0.00379074,-0.0005139999999999999,-0.00015264,7.569e-05,-3.417e-05,8.873e-05,0.00050766,5.623e-05,-6.670000000000001e-05,5.872e-05,-5.12e-06,0.00025509,-0.00031823,-4.933e-05,0.00524473,0.0057185000000000005,0.00410584,0.00421993,0.00017377,0.00051841,8.901e-05,0.00041082,-1.0
5,0.00018241,-0.00047467,3.759e-05,-0.00054824,-0.00073848,-4.127e-05,0.00883721,-0.00255639,0.00046442,-0.00064037,-0.00053401,-0.00010878,9.858e-05,3.622e-05,1.888e-05,-0.00106181,-1.91e-05,-6.009e-05,0.00305393,-0.00053857,0.00013503,-0.00086716,-7.901e-05,-7.143e-05,0.0005099,0.00092066,0.00921124,0.00084087,0.00010671,0.00106368,0.00310399,0.00087368,-1.0
6,-0.00089468,-1.825e-05,0.00016735,-0.00205205,-6.6e-06,-0.0002445,-0.00089533,-1.606e-05,0.0001673,-0.0018296,3.386e-05,-0.00030045,-0.00011575,1.604e-05,1.684e-05,6.501e-05,-4.272e-05,-5.754e-05,-0.00011584,1.636e-05,1.684e-05,3.597e-05,-3.023e-05,-4.974e-05,0.00091038,0.00206658,0.00091097,0.00185441,0.00011806,9.676e-05,0.0001182,6.842e-05,-1.0
7,-8.865e-05,0.0004561,0.0004055,-0.00039815,-0.00209375,-0.0003306,-0.00115198,-0.00019087,0.00013318,-0.00017603,-0.0016389,-0.00027577,-0.00010322,-0.00010352,-4.646e-05,0.00011971,0.00028004,3.484e-05,8.840000000000001e-05,1.455e-05,-1.056e-05,6.307e-05,0.00020588,2.383e-05,0.0006167000000000001,0.00215676,0.00117526,0.00167124,0.00015339,0.00030654,9.021e-05,0.00021664,-1.0
8,0.00484141,-0.00369298,0.0004935,-0.01069514,0.00228549,-0.00226929,0.00199226,-0.0014972000000000002,-0.00059968,-0.00445377,-0.00101116,-0.0016645,0.00057757,-0.00020356,-8.256e-05,-0.00539827,0.0012127000000000001,-0.00067302,0.00011343,8.067e-05,-0.00010417,-0.00162645,-0.00033442,-0.00026508,0.00610908,0.01116957,0.00256327,0.00486097,0.00061793,0.00557359,0.00017386,0.0016815,-1.0
9,-0.00093604,0.00129125,-6.234e-05,0.00033628,0.00089429,2.7000000000000004e-06,9.035e-05,0.00031846,-0.00014636,0.00039638,0.00088934,1.115e-05,-0.00012849,4.418e-05,2.34e-06,0.00010802,5.108e-05,2.587e-05,-0.00044331,-0.00058538,-6.773e-05,0.00010737,5.02e-05,2.578e-05,0.00159605,0.00095543,0.00036194,0.00097374,0.00013589,0.00012226,0.00073742,0.00012130000000000001,-1.0
