,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,labels
0,-8.717e-05,-2.498e-05,2.463e-05,-0.00011094,-0.00014099999999999998,-1.902e-05,-5.221e-05,-6.436e-05,2.766e-05,-0.00012234,-0.00016417,-1.628e-05,1.026e-05,6.46e-06,-2.61e-06,6.63e-06,3.17e-06,1.36e-06,9.66e-06,9.11e-06,-2.7000000000000004e-06,5.6e-06,4.26e-06,7.8e-07,9.397e-05,0.00018041,8.737e-05,0.00020539,1.241e-05,7.47e-06,1.355e-05,7.08e-06,-1.0
1,0.00552218,0.00362572,-0.00048452,0.015299100000000001,-0.00856445,8.183e-05,0.00518255,0.00323351,-0.00043789,0.01151331,-0.00544483,-0.00015249,-0.00019822,-0.00089585,9.693e-05,0.00073197,-0.00301846,0.00014599,-8.137e-05,-0.00070892,8.073e-05,0.00010356,-0.00158742,0.00010916,0.00662383,0.01753337,0.00612422,0.01273679,0.00092263,0.00310937,0.00071813,0.00159454,-1.0
2,-0.00060421,0.01643841,0.00067372,0.0026675,-0.01600877,-0.0040285,0.00012774,0.01387897,0.00062446,-0.0003809,-0.01211456,-0.00513942,0.00016028,-0.00014076,6.168e-05,0.00012536,0.00206347,-0.00023290000000000002,-0.00103371,0.0013344000000000001,0.00053014,0.00130602,0.00579712,1.451e-05,0.016463299999999997,0.016722,0.01389359,0.01316516,0.00022206,0.00208035,0.00176925,0.00594243,-1.0
3,0.00028153,9.76e-06,6.05e-06,0.0006848,0.00119662,-0.00045508,0.00024538,0.00014625,-2.234e-05,-0.00017514,6.11e-06,-1.94e-06,-1.139e-05,-6.75e-06,3.9e-07,-1.989e-05,3.15e-06,-1.007e-05,-1.462e-05,-1.542e-05,1.43e-06,6.231e-05,9.64e-06,-1.343e-05,0.00028176,0.00145188,0.00028653,0.00017525,1.325e-05,2.251e-05,2.13e-05,6.446e-05,-1.0
4,0.02094824,-0.00659015,-0.00269824,-0.01320011,0.00045459,-0.00142981,0.00307826,-0.0038499000000000003,-0.00199567,-0.00769477,-0.00272321,-0.00117006,0.00179957,-0.00083156,-0.00093307,0.00076403,-0.00121695,-1.333e-05,0.0005047,-0.00171178,-0.00065276,0.00029299,-6.578e-05,5.075e-05,0.02212553,0.0132851,0.00531791,0.00824587,0.00219102,0.00143697,0.00190026,0.00030454,-1.0
5,-0.0256514,-0.01294981,-0.00019559,0.00153913,-0.01062003,6.443e-05,-0.01231373,-0.011048100000000002,-0.00147114,0.00255666,-0.01183784,0.0010974000000000001,-0.00371454,0.00718116,-0.00161899,0.00082585,0.00323068,-0.00079867,-0.00245167,0.006357,-0.00141812,0.00145976,0.004697,-0.00080201,0.02873552,0.01073118,0.01660881,0.0121604,0.00824549,0.00342887,0.006959399999999999,0.00498356,-1.0
6,-0.00316806,-0.00287312,-0.00231122,0.00560637,-0.00914445,0.00229367,-0.00243661,-0.00545884,-0.00103589,0.00788644,-0.00869653,0.00192899,0.00061239,0.00140045,5.091e-05,0.00208067,-0.00345012,0.00032403,0.00116747,0.00111751,0.00014386,0.00339347,-0.0049503,-8.108e-05,0.0048614,0.01096875,0.00606705,0.01189734,0.00152933,0.00404197,0.0016225000000000002,0.00600231,-1.0
7,-0.00102794,0.00847542,-0.0005815999999999999,-0.0067396999999999995,-0.00018539,-0.00044928,-0.00641265,0.00679615,0.00117519,-0.00312897,-0.0012190999999999999,0.00046287,0.00026716,0.00059327,-0.00018333,0.00032542,-0.00126658,3.53e-05,-0.0018981999999999998,0.00046429,0.00042608,-0.00037915,-0.00153903,-4e-08,0.00855731,0.0067572000000000005,0.00941758,0.00338982,0.00067598,0.00130819,0.00200007,0.00158505,-1.0
8,0.00332494,-0.00252528,0.00083049,0.00449892,0.00248321,0.00035362,0.00340439,-0.00340107,0.00103869,0.00239551,0.00056854,0.00010808,0.00028176,-0.00139221,0.00022117,-5.986e-05,0.0002939,1.05e-06,0.00024298,-0.00135985,0.00027166,6.311e-05,-2.56e-05,-1.339e-05,0.00425699,0.00515089,0.00492302,0.00246442,0.00143756,0.00029993,0.00140785,6.94e-05,-1.0
9,-0.00440851,-0.00216462,-0.00026561,-0.00266578,-0.00017582,1.781e-05,-0.00209017,-0.00168638,-0.00038411,-0.00223501,-0.00012231,-5.94e-05,-0.00033711,-0.00014828,-2.726e-05,2.582e-05,-9.877e-05,1.026e-05,0.00011882,0.00014069,3.65e-06,-1.372e-05,-3.64e-05,2.119e-05,0.00491845,0.00267163,0.00271297,0.00223915,0.00036928,0.0001026,0.00018418,4.429999999999999e-05,-1.0
10,-0.00016233,-2.356e-05,3.28e-05,-5.973e-05,-0.00019758,-3.258e-05,-6.961e-05,-0.00010976,4.6399999999999996e-05,-0.00013233,-0.00018965,-8.57e-06,7.9e-07,3.2e-06,-1.11e-06,-1.483e-05,-6.15e-06,-9e-08,1.89e-06,3.84e-06,-1.21e-06,-1.13e-05,-1.147e-05,-1.21e-06,0.00016728,0.00020896,0.00013801,0.00023141,3.48e-06,1.605e-05,4.45e-06,1.614e-05,-1.0
11,0.00059764,0.00190555,7.084e-05,-0.02021499,0.02124512,-0.00288371,0.00047119,0.00158679,6.343e-05,-0.01742931,0.02162416,-0.00163031,-5.044e-05,0.00069237,-5.7e-07,-0.00083342,0.00301419,-0.00095838,-1.828e-05,0.00053138,-7.2999999999999996e-06,-0.00115633,0.00322075,-0.00016407,0.00199832,0.02946722,0.00165649,0.02782163,0.0006942000000000001,0.00327084,0.00053174,0.00342597,-1.0
12,0.01661567,-0.00814142,-0.00566781,-0.01562651,0.01190589,-0.0017567,0.01326049,-0.00713737,-0.00521507,0.00439019,0.00998758,-0.00132999,0.00167563,-0.00105985,-0.00031402,-0.00244661,0.00156041,-0.00022122,0.00121373,-0.00092161,-0.00025168,-0.00166478,0.00355435,-0.00046070000000000003,0.01935167,0.01972369,0.01593674,0.01099065,0.00200739,0.00291028,0.00154462,0.00395185,-1.0
