,0,1,2,3,4,5,6,7,8,9,labels
0,2.0,6.0,3.0,7.0,4.0,10.0,2.0,5.0,1.0,12.0,-1.0
1,1.0,12.0,2.0,5.0,3.0,13.0,2.0,7.0,2.0,9.0,-1.0
2,1.0,10.0,3.0,8.0,1.0,1.0,3.0,4.0,4.0,3.0,-1.0
3,4.0,3.0,4.0,13.0,3.0,12.0,3.0,1.0,4.0,10.0,-1.0
4,3.0,12.0,4.0,5.0,3.0,10.0,2.0,2.0,1.0,4.0,-1.0
5,2.0,2.0,2.0,10.0,3.0,6.0,3.0,11.0,4.0,1.0,-1.0
6,4.0,1.0,3.0,8.0,2.0,4.0,2.0,12.0,2.0,5.0,-1.0
7,4.0,4.0,1.0,7.0,1.0,8.0,1.0,10.0,3.0,12.0,-1.0
8,4.0,7.0,1.0,2.0,1.0,1.0,4.0,10.0,3.0,5.0,-1.0
9,1.0,10.0,1.0,1.0,2.0,2.0,3.0,7.0,1.0,8.0,-1.0
10,4.0,12.0,1.0,3.0,4.0,13.0,2.0,1.0,3.0,10.0,-1.0
11,4.0,5.0,1.0,11.0,3.0,7.0,4.0,1.0,3.0,12.0,-1.0
12,4.0,11.0,3.0,10.0,3.0,5.0,2.0,3.0,2.0,9.0,-1.0
13,3.0,8.0,2.0,9.0,2.0,3.0,4.0,5.0,3.0,6.0,-1.0
14,4.0,11.0,4.0,5.0,1.0,7.0,2.0,1.0,4.0,2.0,-1.0
15,1.0,1.0,4.0,11.0,3.0,5.0,1.0,3.0,3.0,4.0,-1.0
16,1.0,13.0,2.0,6.0,1.0,9.0,1.0,5.0,3.0,7.0,-1.0
17,2.0,13.0,3.0,7.0,1.0,1.0,4.0,3.0,4.0,11.0,-1.0
18,3.0,5.0,4.0,10.0,4.0,7.0,1.0,3.0,4.0,1.0,-1.0
19,2.0,5.0,2.0,10.0,1.0,1.0,4.0,7.0,3.0,3.0,-1.0
20,2.0,10.0,1.0,6.0,2.0,11.0,3.0,7.0,4.0,3.0,-1.0
