,0,1,2,3,4,5,6,7,8,9,labels
0,4.0,5.0,2.0,9.0,1.0,10.0,3.0,8.0,4.0,1.0,-1.0
1,1.0,9.0,2.0,12.0,2.0,1.0,2.0,13.0,4.0,8.0,-1.0
2,4.0,13.0,4.0,9.0,2.0,8.0,3.0,7.0,4.0,5.0,-1.0
3,1.0,2.0,4.0,7.0,4.0,11.0,3.0,6.0,2.0,13.0,-1.0
4,1.0,11.0,4.0,1.0,2.0,9.0,3.0,4.0,4.0,12.0,-1.0
5,2.0,7.0,3.0,4.0,2.0,11.0,3.0,9.0,3.0,3.0,-1.0
6,1.0,11.0,3.0,8.0,4.0,3.0,2.0,13.0,4.0,5.0,-1.0
7,4.0,10.0,1.0,13.0,1.0,6.0,4.0,2.0,3.0,12.0,-1.0
8,3.0,13.0,4.0,5.0,4.0,1.0,2.0,12.0,4.0,7.0,-1.0
9,2.0,7.0,4.0,13.0,2.0,10.0,2.0,4.0,3.0,3.0,-1.0
10,3.0,10.0,1.0,3.0,3.0,1.0,4.0,8.0,3.0,6.0,-1.0
11,2.0,5.0,4.0,13.0,1.0,3.0,4.0,8.0,3.0,9.0,-1.0
12,1.0,7.0,1.0,11.0,2.0,2.0,1.0,5.0,4.0,10.0,-1.0
13,1.0,2.0,1.0,4.0,4.0,13.0,1.0,12.0,1.0,3.0,-1.0
14,4.0,9.0,1.0,6.0,1.0,12.0,4.0,4.0,3.0,13.0,-1.0
15,4.0,3.0,4.0,11.0,2.0,5.0,2.0,6.0,3.0,10.0,-1.0
16,4.0,5.0,3.0,7.0,3.0,8.0,4.0,3.0,3.0,9.0,-1.0
17,2.0,12.0,4.0,3.0,2.0,8.0,2.0,11.0,1.0,10.0,-1.0
18,2.0,11.0,1.0,7.0,2.0,9.0,1.0,3.0,1.0,8.0,-1.0
19,4.0,1.0,1.0,3.0,3.0,8.0,3.0,2.0,4.0,7.0,-1.0
20,1.0,5.0,1.0,13.0,2.0,1.0,4.0,3.0,3.0,4.0,-1.0
21,1.0,12.0,3.0,5.0,2.0,3.0,2.0,6.0,4.0,1.0,-1.0
22,1.0,8.0,3.0,12.0,3.0,1.0,1.0,4.0,3.0,10.0,-1.0
23,4.0,9.0,3.0,3.0,2.0,4.0,2.0,12.0,1.0,1.0,-1.0
24,4.0,13.0,3.0,3.0,3.0,6.0,1.0,1.0,2.0,5.0,-1.0
25,1.0,6.0,1.0,13.0,2.0,4.0,2.0,3.0,4.0,9.0,-1.0
26,3.0,11.0,3.0,8.0,1.0,1.0,2.0,4.0,3.0,13.0,-1.0
27,4.0,2.0,3.0,1.0,2.0,9.0,2.0,13.0,1.0,7.0,-1.0
28,2.0,7.0,3.0,13.0,4.0,4.0,2.0,3.0,2.0,8.0,-1.0
29,1.0,3.0,2.0,1.0,1.0,2.0,4.0,13.0,1.0,9.0,-1.0
30,1.0,1.0,1.0,9.0,3.0,8.0,4.0,7.0,3.0,5.0,-1.0
31,3.0,6.0,4.0,11.0,4.0,5.0,2.0,12.0,2.0,9.0,-1.0
32,4.0,5.0,1.0,11.0,3.0,7.0,4.0,1.0,3.0,12.0,-1.0
33,3.0,2.0,4.0,4.0,2.0,8.0,2.0,3.0,3.0,13.0,-1.0
34,1.0,2.0,1.0,7.0,2.0,3.0,1.0,10.0,2.0,6.0,-1.0
35,4.0,6.0,3.0,1.0,2.0,3.0,2.0,11.0,1.0,10.0,-1.0
36,3.0,7.0,2.0,12.0,2.0,9.0,1.0,5.0,1.0,8.0,-1.0
37,3.0,12.0,2.0,8.0,4.0,3.0,4.0,7.0,4.0,5.0,-1.0
38,1.0,3.0,4.0,1.0,4.0,8.0,3.0,9.0,3.0,5.0,-1.0
39,3.0,7.0,2.0,4.0,1.0,11.0,4.0,10.0,4.0,8.0,-1.0
40,2.0,7.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,11.0,-1.0
41,1.0,8.0,1.0,9.0,3.0,12.0,2.0,13.0,4.0,3.0,-1.0
42,1.0,6.0,1.0,10.0,2.0,3.0,3.0,12.0,3.0,11.0,-1.0
43,2.0,3.0,2.0,6.0,4.0,12.0,3.0,8.0,4.0,9.0,-1.0
44,1.0,13.0,4.0,5.0,4.0,2.0,3.0,8.0,3.0,4.0,-1.0
45,4.0,8.0,1.0,3.0,2.0,9.0,3.0,12.0,3.0,6.0,-1.0
46,1.0,2.0,1.0,7.0,1.0,11.0,4.0,3.0,4.0,10.0,-1.0
47,2.0,3.0,1.0,9.0,1.0,4.0,1.0,8.0,2.0,12.0,-1.0
48,3.0,12.0,1.0,2.0,2.0,7.0,2.0,3.0,4.0,11.0,-1.0
49,4.0,9.0,1.0,11.0,1.0,12.0,4.0,10.0,4.0,2.0,-1.0
50,3.0,7.0,4.0,5.0,4.0,9.0,1.0,6.0,1.0,12.0,-1.0
51,3.0,2.0,1.0,5.0,4.0,12.0,2.0,10.0,4.0,8.0,-1.0
52,1.0,1.0,2.0,11.0,1.0,5.0,1.0,4.0,1.0,13.0,-1.0
53,2.0,7.0,2.0,1.0,3.0,12.0,1.0,8.0,3.0,9.0,-1.0
54,1.0,7.0,1.0,12.0,1.0,4.0,4.0,3.0,1.0,10.0,-1.0
55,1.0,11.0,3.0,4.0,3.0,12.0,2.0,5.0,4.0,1.0,-1.0
56,2.0,12.0,3.0,8.0,4.0,7.0,2.0,1.0,3.0,3.0,-1.0
57,3.0,10.0,1.0,12.0,3.0,1.0,4.0,2.0,4.0,4.0,-1.0
58,4.0,9.0,1.0,2.0,1.0,6.0,1.0,1.0,3.0,10.0,-1.0
59,4.0,12.0,3.0,8.0,2.0,4.0,3.0,7.0,4.0,2.0,-1.0
60,2.0,13.0,2.0,10.0,4.0,7.0,1.0,2.0,4.0,6.0,-1.0
61,4.0,12.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,10.0,-1.0
62,3.0,8.0,3.0,7.0,1.0,1.0,3.0,5.0,4.0,2.0,-1.0
63,3.0,3.0,4.0,4.0,1.0,10.0,1.0,5.0,2.0,7.0,-1.0
64,1.0,11.0,4.0,3.0,3.0,4.0,1.0,10.0,4.0,6.0,-1.0
65,1.0,7.0,3.0,3.0,4.0,8.0,3.0,10.0,4.0,5.0,-1.0
66,3.0,12.0,1.0,8.0,1.0,9.0,2.0,13.0,1.0,4.0,-1.0
67,4.0,7.0,1.0,1.0,2.0,3.0,3.0,13.0,4.0,4.0,-1.0
68,1.0,13.0,1.0,8.0,2.0,12.0,1.0,2.0,3.0,10.0,-1.0
69,1.0,3.0,1.0,5.0,2.0,10.0,3.0,6.0,4.0,7.0,-1.0
70,3.0,3.0,2.0,5.0,3.0,6.0,1.0,2.0,2.0,11.0,-1.0
71,4.0,5.0,3.0,11.0,4.0,8.0,1.0,7.0,1.0,1.0,-1.0
72,3.0,3.0,1.0,7.0,1.0,9.0,4.0,6.0,3.0,12.0,-1.0
73,2.0,4.0,1.0,13.0,1.0,6.0,2.0,11.0,3.0,5.0,-1.0
74,2.0,7.0,3.0,4.0,1.0,9.0,1.0,10.0,1.0,3.0,-1.0
75,1.0,12.0,1.0,3.0,1.0,2.0,3.0,8.0,1.0,9.0,-1.0
76,4.0,13.0,3.0,1.0,2.0,10.0,1.0,7.0,1.0,8.0,-1.0
77,1.0,5.0,1.0,12.0,1.0,13.0,3.0,6.0,3.0,10.0,-1.0
78,2.0,3.0,2.0,10.0,1.0,11.0,1.0,1.0,2.0,8.0,-1.0
79,2.0,2.0,1.0,7.0,3.0,3.0,2.0,11.0,4.0,13.0,-1.0
80,2.0,2.0,1.0,4.0,2.0,8.0,2.0,1.0,2.0,10.0,-1.0
81,1.0,4.0,1.0,13.0,3.0,10.0,1.0,12.0,4.0,1.0,-1.0
82,2.0,3.0,2.0,10.0,3.0,12.0,2.0,1.0,3.0,6.0,-1.0
83,4.0,4.0,1.0,9.0,2.0,8.0,2.0,12.0,4.0,10.0,-1.0
84,2.0,3.0,3.0,6.0,3.0,12.0,3.0,5.0,4.0,13.0,-1.0
85,2.0,8.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,12.0,-1.0
86,3.0,12.0,3.0,4.0,3.0,5.0,1.0,13.0,3.0,10.0,-1.0
87,3.0,5.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,10.0,-1.0
88,2.0,9.0,4.0,11.0,4.0,13.0,4.0,6.0,4.0,2.0,-1.0
89,2.0,11.0,4.0,8.0,3.0,13.0,1.0,1.0,4.0,10.0,-1.0
90,1.0,11.0,1.0,9.0,3.0,12.0,1.0,2.0,4.0,13.0,-1.0
91,2.0,9.0,4.0,13.0,4.0,8.0,2.0,4.0,3.0,7.0,-1.0
92,3.0,11.0,1.0,6.0,4.0,1.0,3.0,13.0,4.0,2.0,-1.0
93,3.0,6.0,2.0,13.0,1.0,2.0,3.0,11.0,4.0,10.0,-1.0
94,2.0,12.0,2.0,10.0,2.0,5.0,2.0,11.0,1.0,13.0,-1.0
95,3.0,6.0,3.0,9.0,2.0,4.0,4.0,11.0,3.0,7.0,-1.0
96,1.0,6.0,1.0,4.0,1.0,10.0,4.0,8.0,2.0,11.0,-1.0
97,2.0,1.0,4.0,11.0,3.0,5.0,3.0,2.0,3.0,6.0,-1.0
98,3.0,3.0,2.0,1.0,4.0,13.0,4.0,12.0,4.0,4.0,-1.0
99,1.0,8.0,1.0,7.0,3.0,10.0,1.0,11.0,2.0,5.0,-1.0
100,3.0,7.0,3.0,10.0,2.0,12.0,2.0,2.0,4.0,13.0,-1.0
101,2.0,10.0,1.0,2.0,2.0,7.0,2.0,12.0,1.0,5.0,-1.0
102,3.0,8.0,4.0,4.0,4.0,13.0,4.0,2.0,4.0,1.0,-1.0
103,1.0,11.0,2.0,13.0,4.0,10.0,3.0,1.0,4.0,4.0,-1.0
104,2.0,9.0,4.0,13.0,2.0,2.0,4.0,12.0,4.0,3.0,-1.0
105,4.0,12.0,1.0,2.0,2.0,9.0,4.0,10.0,4.0,4.0,-1.0
106,2.0,12.0,2.0,8.0,4.0,7.0,3.0,5.0,4.0,9.0,-1.0
107,4.0,3.0,3.0,6.0,1.0,13.0,1.0,7.0,3.0,4.0,-1.0
108,3.0,7.0,2.0,11.0,4.0,5.0,2.0,8.0,4.0,12.0,-1.0
109,3.0,2.0,2.0,12.0,2.0,9.0,4.0,8.0,4.0,3.0,-1.0
110,2.0,6.0,4.0,8.0,2.0,12.0,1.0,1.0,1.0,2.0,-1.0
111,4.0,1.0,3.0,8.0,3.0,10.0,4.0,6.0,4.0,11.0,-1.0
112,4.0,7.0,2.0,5.0,2.0,8.0,1.0,11.0,3.0,9.0,-1.0
113,3.0,6.0,4.0,13.0,3.0,11.0,3.0,1.0,3.0,9.0,-1.0
114,1.0,7.0,3.0,12.0,3.0,3.0,4.0,10.0,3.0,4.0,-1.0
115,3.0,10.0,2.0,12.0,2.0,11.0,3.0,6.0,3.0,8.0,-1.0
116,1.0,9.0,2.0,13.0,1.0,6.0,3.0,1.0,1.0,2.0,-1.0
117,4.0,12.0,1.0,3.0,4.0,13.0,2.0,1.0,3.0,10.0,-1.0
118,2.0,8.0,2.0,12.0,2.0,4.0,1.0,3.0,4.0,11.0,-1.0
119,4.0,7.0,2.0,9.0,1.0,1.0,1.0,6.0,1.0,12.0,-1.0
120,1.0,9.0,1.0,11.0,2.0,12.0,3.0,2.0,4.0,3.0,-1.0
121,1.0,10.0,1.0,6.0,1.0,8.0,1.0,1.0,2.0,3.0,-1.0
122,4.0,9.0,1.0,5.0,3.0,13.0,3.0,1.0,4.0,11.0,-1.0
123,3.0,2.0,2.0,8.0,3.0,10.0,3.0,1.0,3.0,7.0,-1.0
