,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,labels
0,4.0,9.0,4.0,7.0,3.0,6.0,8.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,10.0,-1.0
1,5.0,11.0,8.0,8.0,11.0,9.0,7.0,4.0,4.0,6.0,7.0,7.0,8.0,8.0,8.0,7.0,-1.0
2,5.0,9.0,7.0,6.0,10.0,8.0,6.0,5.0,3.0,7.0,7.0,8.0,6.0,9.0,8.0,9.0,-1.0
3,4.0,8.0,6.0,6.0,7.0,8.0,8.0,7.0,6.0,7.0,5.0,6.0,2.0,7.0,7.0,10.0,-1.0
4,5.0,7.0,7.0,5.0,5.0,8.0,8.0,4.0,6.0,10.0,5.0,6.0,3.0,8.0,6.0,10.0,-1.0
5,3.0,5.0,4.0,3.0,3.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,2.0,8.0,6.0,10.0,-1.0
6,6.0,9.0,8.0,7.0,8.0,8.0,7.0,5.0,5.0,9.0,5.0,6.0,4.0,8.0,7.0,11.0,-1.0
7,2.0,4.0,3.0,3.0,2.0,8.0,7.0,3.0,5.0,9.0,6.0,6.0,2.0,8.0,5.0,9.0,-1.0
8,6.0,10.0,9.0,8.0,12.0,8.0,8.0,5.0,3.0,6.0,7.0,7.0,7.0,10.0,11.0,10.0,-1.0
9,4.0,9.0,6.0,6.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,8.0,6.0,10.0,-1.0
10,3.0,5.0,5.0,4.0,3.0,9.0,7.0,2.0,6.0,11.0,4.0,7.0,4.0,6.0,5.0,9.0,-1.0
11,3.0,8.0,5.0,6.0,4.0,7.0,8.0,5.0,6.0,9.0,7.0,5.0,2.0,8.0,7.0,6.0,-1.0
12,3.0,5.0,5.0,4.0,4.0,8.0,8.0,3.0,6.0,10.0,5.0,5.0,3.0,7.0,6.0,9.0,-1.0
13,2.0,3.0,3.0,2.0,2.0,8.0,7.0,2.0,5.0,10.0,5.0,6.0,2.0,8.0,4.0,9.0,-1.0
14,4.0,7.0,5.0,5.0,4.0,9.0,7.0,5.0,8.0,7.0,6.0,5.0,2.0,8.0,6.0,9.0,-1.0
15,3.0,6.0,4.0,4.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,6.0,2.0,8.0,6.0,10.0,-1.0
16,2.0,6.0,3.0,4.0,4.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,2.0,9.0,7.0,10.0,-1.0
17,4.0,5.0,5.0,8.0,4.0,6.0,7.0,10.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,-1.0
18,4.0,11.0,5.0,8.0,4.0,6.0,6.0,10.0,7.0,6.0,6.0,7.0,2.0,8.0,9.0,10.0,-1.0
19,4.0,8.0,5.0,6.0,4.0,6.0,7.0,9.0,7.0,7.0,6.0,7.0,2.0,8.0,9.0,9.0,-1.0
20,5.0,11.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,5.0,3.0,8.0,8.0,10.0,-1.0
21,3.0,4.0,5.0,3.0,3.0,8.0,7.0,3.0,5.0,10.0,5.0,7.0,2.0,8.0,4.0,9.0,-1.0
22,5.0,8.0,6.0,6.0,5.0,9.0,8.0,7.0,8.0,7.0,5.0,5.0,2.0,8.0,8.0,9.0,-1.0
23,2.0,1.0,3.0,1.0,2.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,1.0,8.0,5.0,9.0,-1.0
24,3.0,1.0,3.0,2.0,3.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0,2.0,8.0,6.0,10.0,-1.0
