,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,labels
0,0.99,-1.25,0.75,0.27,-1.23,-0.11,-1.14,-0.66,0.56,-0.42,2.4,4.48,4.53,5.49,3.75,3.45,1.72,2.36,-0.04,1.14,0.29,-1.0
1,-0.27,-0.47,0.41,-0.66,-0.54,-0.99,0.26,2.62,2.6,3.38,4.32,5.32,5.11,5.19,3.26,0.75,1.23,1.8,2.31,0.56,-0.41,-1.0
2,-0.96,0.18,0.34,-1.36,-1.43,0.83,2.81,2.2,3.25,2.13,3.62,5.41,3.68,2.73,2.08,2.32,2.76,1.15,0.8,1.41,-1.38,-1.0
3,-0.45,-0.35,0.04,-1.26,-0.47,-0.67,-0.01,0.23,1.1,3.28,4.37,3.84,4.85,2.87,4.14,2.95,0.29,2.12,0.96,1.07,-0.1,-1.0
4,-1.62,-0.6,-0.11,0.16,-0.25,-0.65,0.42,-1.5,0.12,2.14,2.28,5.6,2.77,3.43,5.82,4.08,2.2,1.32,0.95,-0.47,0.37,-1.0
5,-1.59,-0.02,-1.22,0.2,-0.68,0.96,1.65,1.76,1.19,1.1,3.0,4.36,2.39,3.23,4.87,2.72,3.57,2.13,2.69,1.43,-0.35,-1.0
6,-0.9,1.07,-1.49,0.18,0.71,0.96,2.93,3.21,3.0,3.49,3.71,5.88,6.92,5.35,2.4,0.13,0.11,1.86,0.27,0.13,1.39,-1.0
7,0.0,-0.46,-1.14,-0.06,0.97,-0.36,1.3,1.12,0.96,5.66,5.4,5.07,4.74,4.16,2.6,3.22,1.43,0.99,1.67,1.39,-0.59,-1.0
8,0.24,-1.09,-1.92,1.28,0.71,1.23,0.31,0.08,2.02,2.91,4.53,3.4,3.22,4.7,3.69,3.57,1.2,0.51,1.32,1.48,0.15,-1.0
9,1.7,-2.05,1.39,-0.95,0.28,1.24,1.43,2.26,4.91,3.42,5.89,5.27,3.17,2.46,2.43,0.1,0.02,-2.15,0.21,0.39,1.17,-1.0
10,1.61,-0.07,-1.05,-2.0,1.8,-2.16,2.19,0.07,-1.18,1.34,1.14,3.86,3.94,4.01,5.74,3.34,4.0,3.43,1.66,-0.47,-0.11,-1.0
11,0.68,0.27,1.73,0.35,0.45,0.09,1.07,0.8,0.59,3.0,3.96,2.35,4.62,4.76,4.91,2.67,2.25,1.53,1.61,1.15,1.35,-1.0
12,0.89,0.65,-0.3,0.95,0.23,1.25,2.65,1.67,0.81,2.44,2.83,4.94,4.61,4.03,4.98,5.25,2.48,1.47,0.9,1.3,-0.16,-1.0
13,-0.23,0.39,0.82,-0.27,0.17,-0.25,2.7,2.43,3.96,4.01,6.3,4.97,4.49,3.73,1.88,0.65,1.06,0.21,1.5,1.38,1.65,-1.0
14,-0.81,-0.69,1.34,-1.27,-0.45,-2.38,2.31,1.37,0.68,1.79,2.47,3.06,4.03,4.22,3.46,5.16,4.45,1.58,2.2,2.22,-0.1,-1.0
15,-0.02,0.71,0.12,0.59,-1.0,0.57,0.71,0.43,0.03,1.31,1.52,5.13,2.79,2.63,5.11,5.35,3.95,4.07,0.91,0.02,-0.89,-1.0
16,0.32,-1.61,2.37,-1.52,-0.23,-2.3,-0.71,1.54,0.68,0.64,1.67,4.56,3.89,6.49,6.87,4.57,3.2,1.88,1.77,1.21,-0.28,-1.0
17,-0.79,-0.38,1.55,1.08,1.14,0.07,0.06,-0.96,2.2,3.4,5.02,3.73,4.45,2.1,3.5,4.08,3.51,-0.43,1.39,-0.68,1.88,-1.0
18,-1.11,1.01,-0.26,0.86,2.31,0.33,0.54,-0.64,-0.59,2.78,4.54,4.89,4.55,2.94,5.79,5.02,2.01,2.94,2.0,-0.63,-1.08,-1.0
19,1.22,-0.8,1.28,0.8,0.35,0.82,4.75,2.34,3.39,4.17,3.61,2.61,5.55,4.92,2.41,2.69,-0.92,-0.14,1.72,0.47,2.23,-1.0
