,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,labels
0,2.85,-1.73,1.03,1.57,-0.3,1.99,2.04,-0.15,0.93,2.85,3.39,4.61,5.12,4.87,4.2,2.6,2.15,0.73,1.9,0.42,0.35,-1.0
1,-0.81,-0.69,1.34,-1.27,-0.45,-2.38,2.31,1.37,0.68,1.79,2.47,3.06,4.03,4.22,3.46,5.16,4.45,1.58,2.2,2.22,-0.1,-1.0
2,1.47,-0.17,0.54,0.83,-0.43,-0.06,-0.25,0.37,0.89,2.07,4.18,3.24,5.06,5.35,5.1,4.58,3.3,2.89,0.62,1.55,0.96,-1.0
3,-0.5,0.79,-1.39,0.19,-0.4,1.15,2.01,2.37,5.03,3.72,2.92,2.28,4.66,3.76,2.37,2.57,1.52,1.46,1.45,-0.02,0.53,-1.0
4,-0.34,0.41,-0.24,-0.97,1.02,0.34,0.42,2.38,-0.21,0.48,4.5,4.21,3.69,4.79,3.94,3.74,3.81,3.09,1.6,1.07,2.39,-1.0
5,-1.08,-0.09,-1.08,1.24,1.21,0.51,0.36,2.42,2.87,5.27,3.77,2.98,3.47,4.51,4.15,0.03,0.81,1.85,0.8,0.65,-0.45,-1.0
6,1.4,0.19,-0.37,0.11,0.38,0.5,-0.32,2.18,1.87,4.08,6.33,4.48,3.64,2.12,2.31,1.74,0.63,1.78,1.81,0.74,0.08,-1.0
7,-2.75,0.32,0.28,-1.29,0.24,1.13,1.61,0.88,2.55,4.46,2.86,6.76,4.1,4.06,3.69,2.42,-0.69,1.28,1.65,1.19,0.02,-1.0
8,-1.56,-1.0,-0.29,-0.2,-1.93,4.43,2.61,2.92,1.92,2.18,5.46,3.51,4.3,3.51,2.64,1.83,0.81,-0.31,0.16,0.06,1.0,-1.0
9,-2.04,0.96,-0.24,1.01,0.44,-0.1,2.87,1.31,4.51,7.21,4.49,2.92,4.61,1.34,1.6,1.89,-0.38,1.31,0.16,-0.65,-0.25,-1.0
10,0.3,-0.32,-0.91,-0.18,-0.21,-0.97,-0.15,1.83,-0.55,1.52,0.01,3.68,5.21,6.32,8.28,4.44,2.41,1.89,2.1,2.11,-0.42,-1.0
