,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,labels
0,80.0,100.0,59.0,97.0,26.0,71.0,0.0,43.0,28.0,23.0,94.0,38.0,100.0,28.0,81.0,0.0,-1.0
1,44.0,100.0,24.0,68.0,0.0,34.0,37.0,33.0,84.0,38.0,100.0,57.0,86.0,39.0,80.0,0.0,-1.0
2,18.0,100.0,22.0,79.0,0.0,47.0,28.0,35.0,94.0,35.0,98.0,64.0,100.0,34.0,91.0,0.0,-1.0
3,61.0,100.0,0.0,72.0,1.0,42.0,79.0,43.0,100.0,67.0,67.0,90.0,56.0,45.0,57.0,0.0,-1.0
4,71.0,100.0,31.0,81.0,0.0,56.0,62.0,50.0,100.0,75.0,75.0,56.0,46.0,28.0,31.0,0.0,-1.0
5,17.0,100.0,36.0,93.0,0.0,59.0,50.0,48.0,98.0,63.0,100.0,63.0,84.0,25.0,76.0,0.0,-1.0
6,49.0,100.0,28.0,74.0,0.0,47.0,5.0,34.0,62.0,39.0,100.0,56.0,79.0,28.0,72.0,0.0,-1.0
7,20.0,100.0,0.0,75.0,4.0,42.0,72.0,43.0,100.0,63.0,87.0,69.0,85.0,34.0,89.0,0.0,-1.0
8,30.0,100.0,9.0,74.0,0.0,47.0,50.0,36.0,100.0,56.0,94.0,52.0,70.0,26.0,62.0,0.0,-1.0
9,63.0,100.0,41.0,63.0,0.0,36.0,88.0,40.0,100.0,63.0,72.0,78.0,76.0,39.0,82.0,0.0,-1.0
10,37.0,100.0,0.0,72.0,6.0,57.0,65.0,67.0,100.0,86.0,64.0,66.0,44.0,32.0,20.0,0.0,-1.0
11,12.0,100.0,0.0,74.0,4.0,42.0,74.0,44.0,100.0,58.0,77.0,65.0,74.0,32.0,65.0,0.0,-1.0
12,38.0,100.0,12.0,86.0,0.0,69.0,6.0,51.0,35.0,40.0,68.0,31.0,91.0,17.0,100.0,0.0,-1.0
13,30.0,100.0,17.0,80.0,0.0,43.0,43.0,32.0,85.0,53.0,100.0,75.0,82.0,38.0,67.0,0.0,-1.0
14,66.0,100.0,15.0,80.0,0.0,50.0,91.0,46.0,100.0,72.0,78.0,65.0,58.0,33.0,45.0,0.0,-1.0
15,73.0,100.0,26.0,72.0,0.0,43.0,84.0,37.0,100.0,56.0,76.0,65.0,65.0,33.0,66.0,0.0,-1.0
16,38.0,100.0,28.0,70.0,0.0,41.0,36.0,40.0,100.0,38.0,87.0,61.0,89.0,28.0,93.0,0.0,-1.0
17,26.0,100.0,0.0,75.0,2.0,47.0,61.0,41.0,100.0,63.0,93.0,56.0,84.0,27.0,75.0,0.0,-1.0
18,28.0,100.0,22.0,73.0,0.0,41.0,16.0,22.0,78.0,25.0,98.0,50.0,93.0,24.0,100.0,0.0,-1.0
19,35.0,100.0,38.0,79.0,6.0,48.0,67.0,39.0,100.0,63.0,76.0,57.0,34.0,30.0,0.0,0.0,-1.0
20,33.0,100.0,10.0,87.0,0.0,69.0,54.0,58.0,100.0,75.0,66.0,52.0,33.0,26.0,4.0,0.0,-1.0
21,15.0,100.0,28.0,93.0,0.0,62.0,13.0,37.0,82.0,33.0,100.0,64.0,91.0,31.0,89.0,0.0,-1.0
22,27.0,100.0,41.0,75.0,0.0,48.0,43.0,47.0,84.0,56.0,100.0,68.0,93.0,31.0,82.0,0.0,-1.0
23,68.0,100.0,32.0,95.0,0.0,61.0,35.0,34.0,99.0,28.0,100.0,66.0,63.0,35.0,33.0,0.0,-1.0
24,47.0,100.0,20.0,69.0,0.0,38.0,53.0,39.0,100.0,49.0,59.0,73.0,53.0,40.0,53.0,0.0,-1.0
25,69.0,100.0,44.0,77.0,5.0,50.0,0.0,28.0,67.0,23.0,100.0,44.0,95.0,29.0,89.0,0.0,-1.0
26,48.0,100.0,31.0,64.0,3.0,31.0,0.0,21.0,62.0,16.0,100.0,35.0,93.0,37.0,89.0,0.0,-1.0
27,46.0,100.0,28.0,68.0,0.0,35.0,63.0,40.0,96.0,58.0,93.0,63.0,93.0,27.0,100.0,0.0,-1.0
28,100.0,100.0,74.0,78.0,40.0,50.0,0.0,28.0,54.0,26.0,93.0,39.0,88.0,28.0,94.0,0.0,-1.0
29,65.0,100.0,44.0,76.0,15.0,53.0,0.0,28.0,64.0,19.0,100.0,42.0,82.0,25.0,65.0,0.0,-1.0
30,100.0,100.0,39.0,84.0,0.0,63.0,37.0,46.0,90.0,62.0,68.0,45.0,46.0,23.0,41.0,0.0,-1.0
31,12.0,100.0,7.0,80.0,0.0,60.0,3.0,39.0,36.0,23.0,86.0,34.0,88.0,20.0,100.0,0.0,-1.0
32,0.0,100.0,4.0,68.0,37.0,49.0,100.0,51.0,88.0,70.0,64.0,72.0,66.0,36.0,62.0,0.0,-1.0
33,6.0,100.0,0.0,93.0,0.0,67.0,18.0,43.0,65.0,46.0,92.0,50.0,83.0,24.0,100.0,0.0,-1.0
34,29.0,100.0,16.0,77.0,0.0,41.0,70.0,34.0,100.0,64.0,89.0,67.0,57.0,34.0,26.0,0.0,-1.0
35,46.0,100.0,0.0,75.0,14.0,57.0,85.0,57.0,100.0,82.0,74.0,63.0,53.0,31.0,46.0,0.0,-1.0
36,19.0,100.0,14.0,84.0,0.0,56.0,72.0,45.0,100.0,69.0,100.0,58.0,86.0,29.0,77.0,0.0,-1.0
37,39.0,100.0,31.0,68.0,0.0,39.0,56.0,41.0,100.0,50.0,95.0,61.0,92.0,29.0,92.0,0.0,-1.0
38,63.0,100.0,53.0,74.0,0.0,49.0,65.0,48.0,100.0,56.0,88.0,62.0,71.0,26.0,69.0,0.0,-1.0
39,20.0,100.0,34.0,93.0,0.0,53.0,4.0,38.0,88.0,50.0,100.0,72.0,99.0,30.0,96.0,0.0,-1.0
40,44.0,100.0,2.0,69.0,0.0,38.0,71.0,39.0,100.0,50.0,60.0,74.0,56.0,37.0,58.0,0.0,-1.0
41,45.0,100.0,10.0,75.0,0.0,47.0,60.0,38.0,100.0,54.0,97.0,59.0,79.0,29.0,69.0,0.0,-1.0
42,20.0,92.0,22.0,100.0,0.0,63.0,41.0,40.0,100.0,41.0,95.0,74.0,69.0,39.0,57.0,0.0,-1.0
43,60.0,100.0,40.0,81.0,0.0,54.0,2.0,43.0,60.0,34.0,100.0,57.0,82.0,36.0,71.0,0.0,-1.0
44,14.0,100.0,14.0,87.0,0.0,59.0,11.0,35.0,100.0,40.0,97.0,54.0,83.0,27.0,100.0,0.0,-1.0
45,68.0,100.0,50.0,79.0,15.0,51.0,0.0,47.0,54.0,38.0,100.0,49.0,91.0,35.0,87.0,0.0,-1.0
46,71.0,100.0,35.0,82.0,0.0,62.0,45.0,51.0,100.0,49.0,82.0,43.0,52.0,21.0,25.0,0.0,-1.0
47,46.0,100.0,16.0,86.0,0.0,42.0,100.0,52.0,68.0,79.0,54.0,98.0,56.0,49.0,61.0,0.0,-1.0
48,47.0,100.0,36.0,69.0,0.0,34.0,50.0,28.0,100.0,43.0,98.0,81.0,89.0,41.0,84.0,0.0,-1.0
49,100.0,100.0,69.0,79.0,33.0,59.0,0.0,38.0,48.0,34.0,90.0,47.0,71.0,24.0,71.0,0.0,-1.0
50,57.0,100.0,34.0,80.0,0.0,59.0,11.0,40.0,85.0,43.0,100.0,44.0,72.0,22.0,57.0,0.0,-1.0
51,60.0,100.0,46.0,70.0,9.0,40.0,0.0,38.0,57.0,31.0,100.0,53.0,91.0,36.0,75.0,0.0,-1.0
52,39.0,100.0,0.0,80.0,2.0,49.0,67.0,40.0,100.0,64.0,60.0,63.0,31.0,32.0,14.0,0.0,-1.0
53,25.0,100.0,13.0,73.0,0.0,39.0,50.0,44.0,100.0,48.0,64.0,69.0,43.0,36.0,40.0,0.0,-1.0
54,18.0,61.0,37.0,100.0,17.0,65.0,0.0,33.0,61.0,39.0,100.0,55.0,66.0,37.0,37.0,0.0,-1.0
55,27.0,100.0,0.0,74.0,40.0,54.0,100.0,59.0,84.0,91.0,57.0,64.0,43.0,32.0,33.0,0.0,-1.0
56,56.0,100.0,38.0,81.0,0.0,53.0,19.0,33.0,81.0,30.0,100.0,57.0,85.0,26.0,96.0,0.0,-1.0
57,0.0,100.0,3.0,84.0,1.0,63.0,7.0,43.0,52.0,38.0,55.0,35.0,62.0,14.0,100.0,0.0,-1.0
58,58.0,100.0,11.0,92.0,0.0,62.0,73.0,57.0,100.0,81.0,67.0,94.0,58.0,47.0,55.0,0.0,-1.0
59,35.0,100.0,32.0,97.0,0.0,73.0,4.0,46.0,51.0,42.0,100.0,48.0,88.0,29.0,72.0,0.0,-1.0
60,85.0,100.0,67.0,82.0,32.0,50.0,0.0,30.0,51.0,35.0,100.0,39.0,82.0,35.0,55.0,0.0,-1.0
61,34.0,100.0,14.0,83.0,2.0,66.0,0.0,48.0,23.0,34.0,65.0,30.0,91.0,17.0,100.0,0.0,-1.0
62,72.0,100.0,30.0,84.0,7.0,61.0,0.0,37.0,49.0,30.0,100.0,42.0,74.0,23.0,70.0,0.0,-1.0
63,36.0,100.0,22.0,96.0,0.0,69.0,6.0,42.0,68.0,42.0,100.0,51.0,64.0,26.0,50.0,0.0,-1.0
64,96.0,100.0,55.0,66.0,0.0,37.0,18.0,37.0,100.0,42.0,95.0,72.0,64.0,36.0,39.0,0.0,-1.0
65,43.0,100.0,18.0,71.0,0.0,39.0,35.0,22.0,100.0,32.0,98.0,63.0,76.0,31.0,58.0,0.0,-1.0
66,41.0,100.0,0.0,82.0,18.0,50.0,81.0,39.0,100.0,58.0,68.0,65.0,37.0,33.0,13.0,0.0,-1.0
67,19.0,100.0,35.0,97.0,20.0,59.0,0.0,40.0,65.0,38.0,94.0,56.0,95.0,34.0,100.0,0.0,-1.0
68,31.0,93.0,5.0,82.0,0.0,43.0,73.0,40.0,100.0,58.0,60.0,100.0,43.0,51.0,48.0,0.0,-1.0
69,41.0,100.0,36.0,64.0,0.0,30.0,45.0,34.0,96.0,46.0,87.0,77.0,89.0,38.0,100.0,0.0,-1.0
70,51.0,100.0,29.0,82.0,10.0,60.0,0.0,35.0,27.0,20.0,69.0,22.0,100.0,25.0,100.0,0.0,-1.0
71,14.0,100.0,9.0,91.0,0.0,49.0,57.0,40.0,100.0,41.0,88.0,86.0,65.0,45.0,53.0,0.0,-1.0
72,42.0,100.0,40.0,83.0,5.0,51.0,0.0,47.0,55.0,40.0,100.0,51.0,85.0,38.0,76.0,0.0,-1.0
